ID,MatchID,EventType,MinuteRenormalized,TweetCountPercentage,EventProportion
0_41.0,0,1,0.3178294573643411,0.8571428571428571,0.1891891891891892
0_42.0,0,1,0.32558139534883723,1.0,0.17008797653958943
0_43.0,0,1,0.3333333333333333,0.6476190476190476,0.12608695652173912
0_44.0,0,1,0.34108527131782945,0.48253968253968255,0.17415730337078653
0_45.0,0,1,0.3488372093023256,0.38095238095238093,0.136986301369863
0_46.0,0,1,0.35658914728682173,0.2571428571428571,0.14953271028037382
0_47.0,0,1,0.3643410852713178,0.20317460317460317,0.13333333333333333
0_48.0,0,1,0.37209302325581395,0.19365079365079366,0.10344827586206896
0_49.0,0,1,0.3798449612403101,0.23809523809523808,0.07920792079207921
0_50.0,0,1,0.3875968992248062,0.23492063492063492,0.07
0_51.0,0,0,0.3953488372093023,0.13015873015873017,0.14925373134328357
0_52.0,0,0,0.40310077519379844,0.12063492063492064,0.109375
0_53.0,0,1,0.4108527131782946,0.11428571428571428,0.08064516129032258
0_54.0,0,0,0.4186046511627907,0.1492063492063492,0.3013698630136986
0_55.0,0,0,0.4263565891472868,0.11746031746031746,0.12698412698412698
0_56.0,0,1,0.43410852713178294,0.11746031746031746,0.12698412698412698
0_57.0,0,1,0.4418604651162791,0.3968253968253968,0.2185430463576159
0_58.0,0,1,0.4496124031007752,0.44761904761904764,0.23952095808383234
0_59.0,0,1,0.4573643410852713,0.28253968253968254,0.20869565217391303
0_60.0,0,1,0.46511627906976744,0.29523809523809524,0.2605042016806723
0_61.0,0,1,0.4728682170542636,0.24444444444444444,0.24271844660194175
0_62.0,0,1,0.4806201550387597,0.21587301587301588,0.19148936170212766
0_63.0,0,1,0.4883720930232558,0.16507936507936508,0.16666666666666666
0_64.0,0,1,0.49612403100775193,0.17142857142857143,0.1625
0_65.0,0,1,0.5038759689922481,0.12063492063492064,0.265625
0_66.0,0,0,0.5116279069767442,0.10476190476190476,0.2542372881355932
0_67.0,0,0,0.5193798449612403,0.08571428571428572,0.2641509433962264
0_68.0,0,1,0.5271317829457365,0.025396825396825397,0.4117647058823529
0_69.0,0,1,0.5348837209302325,0.06349206349206349,0.2391304347826087
0_70.0,0,1,0.5426356589147286,0.03492063492063492,0.10810810810810811
0_71.0,0,0,0.5503875968992248,0.022222222222222223,0.21212121212121213
0_72.0,0,0,0.5581395348837209,0.06349206349206349,0.21739130434782608
0_73.0,0,1,0.5658914728682171,0.2253968253968254,0.16494845360824742
0_74.0,0,1,0.5736434108527132,0.17142857142857143,0.3875
0_75.0,0,0,0.5813953488372093,0.19047619047619047,0.38372093023255816
0_76.0,0,0,0.5891472868217055,0.2222222222222222,0.3541666666666667
0_77.0,0,0,0.5968992248062015,0.18095238095238095,0.42168674698795183
0_78.0,0,0,0.6046511627906976,0.07301587301587302,0.22448979591836735
0_79.0,0,1,0.6124031007751938,0.08571428571428572,0.3018867924528302
0_80.0,0,1,0.6201550387596899,0.2253968253968254,0.15463917525773196
0_81.0,0,1,0.627906976744186,0.12063492063492064,0.21875
0_82.0,0,0,0.6356589147286822,0.047619047619047616,0.12195121951219512
0_83.0,0,0,0.6434108527131783,0.05714285714285714,0.09090909090909091
0_84.0,0,0,0.6511627906976745,0.0,0.23076923076923078
0_85.0,0,1,0.6589147286821705,0.006349206349206349,0.03571428571428571
0_86.0,0,0,0.6666666666666666,0.02857142857142857,0.14285714285714285
0_87.0,0,1,0.6744186046511628,0.03492063492063492,0.10810810810810811
0_88.0,0,0,0.6821705426356589,0.050793650793650794,0.023809523809523808
0_89.0,0,1,0.689922480620155,0.1111111111111111,0.3442622950819672
0_90.0,0,1,0.6976744186046512,0.23174603174603176,0.32323232323232326
0_91.0,0,1,0.7054263565891473,0.07301587301587302,0.24489795918367346
0_92.0,0,0,0.7131782945736435,0.025396825396825397,0.08823529411764706
0_93.0,0,0,0.7209302325581395,0.050793650793650794,0.19047619047619047
0_94.0,0,1,0.7286821705426356,0.11428571428571428,0.1935483870967742
0_95.0,0,0,0.7364341085271318,0.06031746031746032,0.24444444444444444
0_96.0,0,0,0.7441860465116279,0.08888888888888889,0.1111111111111111
0_97.0,0,0,0.751937984496124,0.025396825396825397,0.11764705882352941
0_98.0,0,0,0.7596899224806202,0.02857142857142857,0.17142857142857143
0_99.0,0,1,0.7674418604651163,0.45396825396825397,0.15384615384615385
0_100.0,0,1,0.7751937984496124,0.7841269841269841,0.1575091575091575
0_101.0,0,1,0.7829457364341085,0.5650793650793651,0.14705882352941177
0_102.0,0,1,0.7906976744186046,0.4603174603174603,0.15789473684210525
0_103.0,0,1,0.7984496124031008,0.36507936507936506,0.09929078014184398
0_104.0,0,1,0.8062015503875969,0.21904761904761905,0.1368421052631579
0_105.0,0,1,0.813953488372093,0.23809523809523808,0.0891089108910891
0_106.0,0,1,0.8217054263565892,0.22857142857142856,0.1326530612244898
0_107.0,0,1,0.8294573643410853,0.13333333333333333,0.058823529411764705
0_108.0,0,1,0.8372093023255814,0.3238095238095238,0.1171875
0_109.0,0,1,0.8449612403100775,0.21587301587301588,0.1595744680851064
0_110.0,0,1,0.8527131782945736,0.10158730158730159,0.1896551724137931
0_111.0,0,0,0.8604651162790697,0.09841269841269841,0.12280701754385964
0_112.0,0,0,0.8682170542635659,0.07936507936507936,0.1568627450980392
0_113.0,0,0,0.875968992248062,0.09206349206349207,0.18181818181818182
0_114.0,0,0,0.8837209302325582,0.044444444444444446,0.125
0_115.0,0,1,0.8914728682170543,0.09523809523809523,0.23214285714285715
0_116.0,0,1,0.8992248062015504,0.06984126984126984,0.041666666666666664
0_117.0,0,1,0.9069767441860465,0.050793650793650794,0.23809523809523808
0_118.0,0,0,0.9147286821705426,0.09206349206349207,0.10909090909090909
0_119.0,0,1,0.9224806201550387,0.12380952380952381,0.09230769230769231
0_120.0,0,1,0.9302325581395349,0.13015873015873017,0.29850746268656714
0_121.0,0,1,0.937984496124031,0.26666666666666666,0.1
0_122.0,0,1,0.9457364341085271,0.7206349206349206,0.043478260869565216
0_123.0,0,1,0.9534883720930233,0.7396825396825397,0.07722007722007722
0_124.0,0,1,0.9612403100775194,0.5650793650793651,0.0392156862745098
0_125.0,0,1,0.9689922480620154,0.5174603174603175,0.09523809523809523
0_126.0,0,1,0.9767441860465116,0.4222222222222222,0.09433962264150944
0_127.0,0,1,0.9844961240310077,0.3047619047619048,0.07377049180327869
0_128.0,0,1,0.9922480620155039,0.2857142857142857,0.07758620689655173
0_129.0,0,1,1.0,0.26031746031746034,0.10185185185185185
1_0.0,1,0,0.0,0.42217312713396266,0.01642421398404505
1_1.0,1,0,0.007751937984496124,0.44928700542277566,0.016328331862312445
1_2.0,1,0,0.015503875968992248,0.470777264510946,0.017699115044247787
1_3.0,1,0,0.023255813953488372,0.525005021088572,0.009837306091562617
1_4.0,1,1,0.031007751937984496,0.5278168306888934,0.017689123071132858
1_5.0,1,1,0.03875968992248062,0.5555332396063467,0.00966010733452594
1_6.0,1,1,0.046511627906976744,0.6445069291022294,0.0067943174799258805
1_7.0,1,1,0.05426356589147287,0.6475195822454308,0.010144482016600061
1_8.0,1,1,0.06201550387596899,0.5553323960634665,0.010737294201861132
1_9.0,1,1,0.06976744186046512,0.5579433621209078,0.015675097969362308
1_10.0,1,1,0.07751937984496124,0.5296244225748142,0.01350337584396099
1_11.0,1,1,0.08527131782945736,0.5342438240610564,0.009297136481963555
1_12.0,1,1,0.09302325581395349,0.5113476601727255,0.01320388349514563
1_13.0,1,0,0.10077519379844961,0.5221932114882507,0.013693419551160137
1_14.0,1,0,0.10852713178294573,0.5179754970877686,0.015337423312883436
1_15.0,1,0,0.11627906976744186,0.47901184976902994,0.013670256835128418
1_16.0,1,0,0.12403100775193798,0.45189797148021693,0.015357612988152698
1_17.0,1,0,0.13178294573643412,0.4621409921671018,0.01587982832618026
1_18.0,1,0,0.13953488372093023,0.4912633058847158,0.016565656565656565
1_19.0,1,0,0.14728682170542637,0.5408716609760996,0.013960323291697281
1_20.0,1,0,0.15503875968992248,0.48322956416951196,0.02997946611909651
1_21.0,1,1,0.16279069767441862,0.5420767222333802,0.10337243401759531
1_22.0,1,1,0.17054263565891473,0.5585458927495481,0.12491103202846975
1_23.0,1,1,0.17829457364341086,0.5450893753765816,0.0998906306963179
1_24.0,1,1,0.18604651162790697,0.5077324764008837,0.09112240907313257
1_25.0,1,0,0.1937984496124031,0.5019080136573609,0.07792721518987342
1_26.0,1,0,0.20155038759689922,0.5201847760594497,0.07903780068728522
1_27.0,1,1,0.20930232558139536,0.5985137577826873,0.07909604519774012
1_28.0,1,0,0.21705426356589147,0.5597509540068287,0.08309659090909091
1_29.0,1,0,0.2248062015503876,0.5609560152641092,0.05315379163713678
1_30.0,1,0,0.23255813953488372,0.5410725045189797,0.05802423797282409
1_31.0,1,0,0.24031007751937986,0.5515163687487448,0.057297297297297295
1_32.0,1,1,0.24806201550387597,0.6238200441855795,0.06251993620414673
1_33.0,1,1,0.2558139534883721,0.8198433420365535,0.09851617611286792
1_34.0,1,1,0.26356589147286824,0.904197630046194,0.0693003751931141
1_35.0,1,1,0.2713178294573643,0.9967865033139185,0.05108173076923077
1_36.0,1,0,0.27906976744186046,1.0,0.06190095846645367
1_37.0,1,1,0.2868217054263566,0.8487648122112874,0.07238542890716804
1_38.0,1,1,0.29457364341085274,0.7184173528821048,0.06738768718801996
1_39.0,1,1,0.3023255813953488,0.9162482426189998,0.06839468525375735
1_40.0,1,1,0.31007751937984496,0.9017875075316328,0.07767205133879176
1_41.0,1,1,0.3178294573643411,0.7863024703755774,0.09102434077079108
1_42.0,1,1,0.32558139534883723,0.7035549307089777,0.07644394110985278
1_43.0,1,1,0.3333333333333333,0.6324563165294236,0.0645059786028949
1_44.0,1,1,0.34108527131782945,0.5826471178951597,0.07133105802047782
1_45.0,1,1,0.3488372093023256,0.5792327776661981,0.08135942327497425
1_46.0,1,1,0.35658914728682173,0.5414741916047399,0.08036697247706422
1_47.0,1,1,0.3643410852713178,0.5458927495481021,0.07389879868947943
1_48.0,1,1,0.37209302325581395,0.5242016469170516,0.07161803713527852
1_49.0,1,1,0.3798449612403101,0.4868447479413537,0.07541785568691398
1_50.0,1,0,0.3875968992248062,0.5071299457722435,0.07282693813625685
1_51.0,1,0,0.3953488372093023,0.5001004217714401,0.08098451766574037
1_52.0,1,0,0.40310077519379844,0.4689696726250251,0.09137055837563451
1_53.0,1,0,0.4108527131782946,0.4577224342237397,0.07885615251299827
1_54.0,1,0,0.4186046511627907,0.4713797951395863,0.09722222222222222
1_55.0,1,0,0.4263565891472868,0.45491062462341836,0.08631211857018309
1_56.0,1,1,0.43410852713178294,0.48945571399879495,0.10786699107866991
1_57.0,1,1,0.4418604651162791,0.5047198232576823,0.11526357199055862
1_58.0,1,1,0.4496124031007752,0.4412532637075718,0.08221024258760108
1_59.0,1,1,0.4573643410852713,0.40369552118899377,0.08876900441392839
1_60.0,1,1,0.46511627906976744,0.3908415344446676,0.07746835443037975
1_61.0,1,1,0.4728682170542636,0.39987949387427196,0.07623762376237624
1_62.0,1,0,0.4806201550387597,0.40369552118899377,0.08631682197155469
1_63.0,1,0,0.4883720930232558,0.410323358104037,0.10472972972972973
1_64.0,1,1,0.49612403100775193,0.38702550712994577,0.0950920245398773
1_65.0,1,0,0.5038759689922481,0.3803976702149026,0.0873634945397816
1_66.0,1,1,0.5116279069767442,0.3781883912432215,0.08943514644351465
1_67.0,1,0,0.5193798449612403,0.3775858606145812,0.08119434258774227
1_68.0,1,0,0.5271317829457365,0.3689495882707371,0.07502679528403002
1_69.0,1,1,0.5348837209302325,0.381201044386423,0.0742086144265698
1_70.0,1,0,0.5426356589147286,0.38401285398674434,0.07006697578567748
1_71.0,1,1,0.5503875968992248,0.43462542679252864,0.08663930688554491
1_72.0,1,1,0.5581395348837209,0.4398473589074111,0.09779179810725552
1_73.0,1,0,0.5658914728682171,0.4046997389033943,0.09099804305283757
1_74.0,1,1,0.5736434108527132,0.4002811809600321,0.09990108803165183
1_75.0,1,0,0.5813953488372093,0.4324161478208476,0.12878093492208983
1_76.0,1,0,0.5891472868217055,0.4310102430206869,0.09747126436781609
1_77.0,1,0,0.5968992248062015,0.43342036553524804,0.0978509373571102
1_78.0,1,0,0.6046511627906976,0.5207873066880899,0.10831426392067124
1_79.0,1,1,0.6124031007751938,0.6047399076119703,0.10888157894736843
1_80.0,1,0,0.6201550387596899,0.5268126129744929,0.10218702865761689
1_81.0,1,0,0.627906976744186,0.4046997389033943,0.10029354207436399
1_82.0,1,1,0.6356589147286822,0.3609158465555332,0.10514786418400876
1_83.0,1,0,0.6434108527131783,0.35950994175537254,0.08960967564595931
1_84.0,1,0,0.6511627906976745,0.3508736694115284,0.0884009009009009
1_85.0,1,0,0.6589147286821705,0.3683470576420968,0.09071390230810521
1_86.0,1,0,0.6666666666666666,0.3621209078128138,0.08679039301310043
1_87.0,1,0,0.6744186046511628,0.38903394255874674,0.0935910478128179
1_88.0,1,0,0.6821705426356589,0.37718417352882105,0.11116937598321971
1_89.0,1,0,0.689922480620155,0.3609158465555332,0.0963855421686747
1_90.0,1,0,0.6976744186046512,0.35007029524000804,0.08577878103837472
1_91.0,1,0,0.7054263565891473,0.33340028118096005,0.07578448786264061
1_92.0,1,0,0.7131782945736435,0.3468567985539265,0.07915717539863326
1_93.0,1,0,0.7209302325581395,0.358304880498092,0.08439051296194153
1_94.0,1,0,0.7286821705426356,0.3263707571801567,0.08101571946795647
1_95.0,1,1,0.7364341085271318,0.5703956617794738,0.11467410247472987
1_96.0,1,1,0.7441860465116279,0.5808395260092388,0.10886682642930504
1_97.0,1,1,0.751937984496124,0.514561156858807,0.10729448089540718
1_98.0,1,1,0.7596899224806202,0.49568186382807794,0.08730476571886263
1_99.0,1,1,0.7674418604651163,0.4639485840530227,0.08165882855921335
1_100.0,1,1,0.7751937984496124,0.4302068688491665,0.07692307692307693
1_101.0,1,1,0.7829457364341085,0.42679252862020484,0.08913649025069638
1_102.0,1,0,0.7906976744186046,0.4119301064470777,0.07740384615384616
1_103.0,1,0,0.7984496124031008,0.3591082546696124,0.06494221243808475
1_104.0,1,1,0.8062015503875969,0.4097208274753967,0.07443209279845336
1_105.0,1,1,0.813953488372093,0.6985338421369753,0.10236669518106643
1_106.0,1,1,0.8217054263565892,0.6714199638481623,0.10409252669039146
1_107.0,1,1,0.8294573643410853,0.5963044788110062,0.10640426951300867
1_108.0,1,1,0.8372093023255814,0.5846555533239607,0.08707482993197278
1_109.0,1,1,0.8449612403100775,0.5294235790319342,0.07054409005628517
1_110.0,1,1,0.8527131782945736,0.5027113878288813,0.08412322274881516
1_111.0,1,1,0.8604651162790697,0.4633460534243824,0.09032534246575342
1_112.0,1,1,0.8682170542635659,0.4460735087366941,0.07955555555555556
1_113.0,1,0,0.875968992248062,0.44627435227957424,0.0964015992892048
1_114.0,1,0,0.8837209302325582,0.4344245832496485,0.08576642335766424
1_115.0,1,1,0.8914728682170543,0.42659168507732476,0.09150023223409197
1_116.0,1,1,0.8992248062015504,0.6473187387025507,0.16297662976629768
1_117.0,1,1,0.9069767441860465,0.6619803173327977,0.22796992481203007
1_118.0,1,1,0.9147286821705426,0.5744125326370757,0.14953271028037382
1_119.0,1,1,0.9224806201550387,0.6196023297850974,0.07321772639691715
1_120.0,1,1,0.9302325581395349,0.5569391444065074,0.0681655960028551
1_121.0,1,1,0.937984496124031,0.5302269532034545,0.06406893967778195
1_122.0,1,0,0.9457364341085271,0.4824261899979916,0.05141916906622789
1_123.0,1,1,0.9534883720930233,0.4547097810805383,0.05276929786306149
1_124.0,1,0,0.9612403100775194,0.4195621610765214,0.049102927289896126
1_125.0,1,1,0.9689922480620154,0.3904398473589074,0.046122655854029394
1_126.0,1,0,0.9767441860465116,0.38100020084354286,0.05192107995846314
1_127.0,1,1,0.9844961240310077,0.3546896967262502,0.04958217270194986
1_128.0,1,0,0.9922480620155039,0.3514762000401687,0.0477796514896009
1_129.0,1,0,1.0,0.3472584856396867,0.053469852104664393
1_130.0,1,0,1.0077519379844961,0.0,0.034482758620689655
2_0.0,2,0,0.0,0.12,0.046875
2_1.0,2,0,0.007751937984496124,0.136,0.027777777777777776
2_2.0,2,1,0.015503875968992248,0.19,0.010101010101010102
2_3.0,2,0,0.023255813953488372,0.182,0.0
2_4.0,2,0,0.031007751937984496,0.206,0.028037383177570093
2_5.0,2,0,0.03875968992248062,0.208,0.018518518518518517
2_6.0,2,0,0.046511627906976744,0.254,0.007633587786259542
2_7.0,2,0,0.05426356589147287,0.23,0.008403361344537815
2_8.0,2,0,0.06201550387596899,0.23,0.0
2_9.0,2,0,0.06976744186046512,0.284,0.02054794520547945
2_10.0,2,1,0.07751937984496124,0.458,0.02575107296137339
2_11.0,2,0,0.08527131782945736,0.354,0.022099447513812154
2_12.0,2,1,0.09302325581395349,0.222,0.034782608695652174
2_13.0,2,0,0.10077519379844961,0.246,0.023622047244094488
2_14.0,2,0,0.10852713178294573,0.252,0.03076923076923077
2_15.0,2,0,0.11627906976744186,0.252,0.023076923076923078
2_16.0,2,1,0.12403100775193798,0.198,0.0
2_17.0,2,1,0.13178294573643412,0.156,0.012195121951219513
2_18.0,2,0,0.13953488372093023,0.174,0.02197802197802198
2_19.0,2,1,0.14728682170542637,0.188,0.02040816326530612
2_20.0,2,0,0.15503875968992248,0.134,0.056338028169014086
2_21.0,2,0,0.16279069767441862,0.138,0.0273972602739726
2_22.0,2,0,0.17054263565891473,0.116,0.016129032258064516
2_23.0,2,1,0.17829457364341086,0.124,0.0
2_24.0,2,0,0.18604651162790697,0.138,0.0410958904109589
2_25.0,2,0,0.1937984496124031,0.144,0.013157894736842105
2_26.0,2,0,0.20155038759689922,0.152,0.025
2_27.0,2,1,0.20930232558139536,0.104,0.0
2_28.0,2,0,0.21705426356589147,0.13,0.028985507246376812
2_29.0,2,0,0.2248062015503876,0.144,0.02631578947368421
2_30.0,2,0,0.23255813953488372,0.168,0.022727272727272728
2_31.0,2,1,0.24031007751937986,0.128,0.07352941176470588
2_32.0,2,0,0.24806201550387597,0.122,0.03076923076923077
2_33.0,2,0,0.2558139534883721,0.186,0.020618556701030927
2_34.0,2,0,0.26356589147286824,0.172,0.022222222222222223
2_35.0,2,0,0.2713178294573643,0.174,0.01098901098901099
2_36.0,2,0,0.27906976744186046,0.118,0.031746031746031744
2_37.0,2,0,0.2868217054263566,0.136,0.041666666666666664
2_38.0,2,0,0.29457364341085274,0.112,0.1
2_39.0,2,0,0.3023255813953488,0.098,0.03773584905660377
2_40.0,2,0,0.31007751937984496,0.122,0.06153846153846154
2_41.0,2,0,0.3178294573643411,0.102,0.05454545454545454
2_42.0,2,0,0.32558139534883723,0.13,0.043478260869565216
2_43.0,2,0,0.3333333333333333,0.13,0.028985507246376812
2_44.0,2,0,0.34108527131782945,0.158,0.07228915662650602
2_45.0,2,1,0.3488372093023256,0.124,0.10606060606060606
2_46.0,2,1,0.35658914728682173,0.872,0.3090909090909091
2_47.0,2,1,0.3643410852713178,1.0,0.3492063492063492
2_48.0,2,1,0.37209302325581395,0.624,0.30063291139240506
2_49.0,2,1,0.3798449612403101,0.476,0.2644628099173554
2_50.0,2,1,0.3875968992248062,0.236,0.14754098360655737
2_51.0,2,1,0.3953488372093023,0.208,0.16666666666666666
2_52.0,2,1,0.40310077519379844,0.212,0.15454545454545454
2_53.0,2,1,0.4108527131782946,0.2,0.23076923076923078
2_54.0,2,1,0.4186046511627907,0.168,0.19318181818181818
2_55.0,2,1,0.4263565891472868,0.21,0.1559633027522936
2_56.0,2,1,0.43410852713178294,0.236,0.2459016393442623
2_57.0,2,1,0.4418604651162791,0.442,0.29333333333333333
2_58.0,2,1,0.4496124031007752,0.356,0.32967032967032966
2_59.0,2,1,0.4573643410852713,0.25,0.24806201550387597
2_60.0,2,1,0.46511627906976744,0.174,0.2087912087912088
2_61.0,2,1,0.4728682170542636,0.198,0.24271844660194175
2_62.0,2,1,0.4806201550387597,0.16,0.2619047619047619
2_63.0,2,0,0.4883720930232558,0.134,0.19718309859154928
2_64.0,2,1,0.49612403100775193,0.094,0.3333333333333333
2_65.0,2,1,0.5038759689922481,0.096,0.11538461538461539
2_66.0,2,0,0.5116279069767442,0.114,0.21311475409836064
2_67.0,2,0,0.5193798449612403,0.076,0.21428571428571427
2_68.0,2,1,0.5271317829457365,0.08,0.18181818181818182
2_69.0,2,0,0.5348837209302325,0.074,0.2682926829268293
2_70.0,2,1,0.5426356589147286,0.066,0.24324324324324326
2_71.0,2,1,0.5503875968992248,0.068,0.15789473684210525
2_72.0,2,1,0.5581395348837209,0.106,0.21052631578947367
2_73.0,2,1,0.5658914728682171,0.196,0.08823529411764706
2_74.0,2,1,0.5736434108527132,0.126,0.04477611940298507
2_75.0,2,1,0.5813953488372093,0.09,0.04081632653061224
2_76.0,2,0,0.5891472868217055,0.082,0.044444444444444446
2_77.0,2,1,0.5968992248062015,0.088,0.125
2_78.0,2,1,0.6046511627906976,0.064,0.08333333333333333
2_79.0,2,0,0.6124031007751938,0.066,0.16216216216216217
2_80.0,2,0,0.6201550387596899,0.046,0.14814814814814814
2_81.0,2,0,0.627906976744186,0.054,0.16129032258064516
2_82.0,2,0,0.6356589147286822,0.086,0.10638297872340426
2_83.0,2,0,0.6434108527131783,0.076,0.07142857142857142
2_84.0,2,1,0.6511627906976745,0.184,0.11458333333333333
2_85.0,2,1,0.6589147286821705,0.246,0.11023622047244094
2_86.0,2,1,0.6666666666666666,0.19,0.12121212121212122
2_87.0,2,1,0.6744186046511628,0.132,0.14285714285714285
2_88.0,2,1,0.6821705426356589,0.144,0.14473684210526316
2_89.0,2,1,0.689922480620155,0.152,0.1875
2_90.0,2,1,0.6976744186046512,0.146,0.2077922077922078
2_91.0,2,1,0.7054263565891473,0.128,0.16176470588235295
2_92.0,2,1,0.7131782945736435,0.118,0.1746031746031746
2_93.0,2,1,0.7209302325581395,0.166,0.10344827586206896
2_94.0,2,0,0.7286821705426356,0.112,0.18333333333333332
2_95.0,2,1,0.7364341085271318,0.106,0.17543859649122806
2_96.0,2,1,0.7441860465116279,0.172,0.16666666666666666
2_97.0,2,1,0.751937984496124,0.808,0.27450980392156865
2_98.0,2,1,0.7596899224806202,0.806,0.23832923832923833
2_99.0,2,1,0.7674418604651163,0.544,0.22826086956521738
2_100.0,2,1,0.7751937984496124,0.394,0.17412935323383086
2_101.0,2,1,0.7829457364341085,0.28,0.20833333333333334
2_102.0,2,1,0.7906976744186046,0.216,0.16964285714285715
2_103.0,2,1,0.7984496124031008,0.132,0.15714285714285714
2_104.0,2,1,0.8062015503875969,0.134,0.11267605633802817
2_105.0,2,1,0.813953488372093,0.144,0.17105263157894737
2_106.0,2,1,0.8217054263565892,0.146,0.23376623376623376
2_107.0,2,1,0.8294573643410853,0.112,0.18333333333333332
2_108.0,2,1,0.8372093023255814,0.148,0.19230769230769232
2_109.0,2,1,0.8449612403100775,0.146,0.24675324675324675
2_110.0,2,1,0.8527131782945736,0.81,0.2713936430317848
2_111.0,2,1,0.8604651162790697,0.87,0.1958997722095672
2_112.0,2,1,0.8682170542635659,0.568,0.1701388888888889
2_113.0,2,1,0.875968992248062,0.416,0.16981132075471697
2_114.0,2,1,0.8837209302325582,0.346,0.14124293785310735
2_115.0,2,0,0.8914728682170543,0.326,0.12574850299401197
2_116.0,2,0,0.8992248062015504,0.244,0.12698412698412698
2_117.0,2,1,0.9069767441860465,0.216,0.15178571428571427
2_118.0,2,1,0.9147286821705426,0.226,0.1452991452991453
2_119.0,2,0,0.9224806201550387,0.186,0.10309278350515463
2_120.0,2,0,0.9302325581395349,0.21,0.1651376146788991
2_121.0,2,1,0.937984496124031,0.65,0.0486322188449848
2_122.0,2,0,0.9457364341085271,0.848,0.05841121495327103
2_123.0,2,1,0.9534883720930233,0.738,0.064343163538874
2_124.0,2,1,0.9612403100775194,0.512,0.1076923076923077
2_125.0,2,1,0.9689922480620154,0.44,0.08482142857142858
2_126.0,2,1,0.9767441860465116,0.306,0.09554140127388536
2_127.0,2,1,0.9844961240310077,0.308,0.08860759493670886
2_128.0,2,1,0.9922480620155039,0.286,0.08843537414965986
2_129.0,2,1,1.0,0.248,0.1015625
2_130.0,2,1,1.0077519379844961,0.0,0.25
3_0.0,3,0,0.0,0.05941845764854614,0.04
3_1.0,3,0,0.007751937984496124,0.05773282764433207,0.02054794520547945
3_2.0,3,0,0.015503875968992248,0.0653181626632954,0.024390243902439025
3_3.0,3,0,0.023255813953488372,0.1011378002528445,0.012048192771084338
3_4.0,3,0,0.031007751937984496,0.11209439528023599,0.025454545454545455
3_5.0,3,1,0.03875968992248062,0.1146228402865571,0.028469750889679714
3_6.0,3,1,0.046511627906976744,0.11504424778761062,0.014184397163120567
