ID,EventType,Content
4_157,0,*  win or lose algeria deserves a tremendous amount of respect for putting up such a great game against germany gervsalg worldcup * * mad respects to algeria for playing strong with a team like germany who have won 3 world cups and they re fasting too god bless *
4_158,0,* gervsalg win or lose ower team algeria deserves a tremendous amount of respect for putting up such a great game against germany * *          ger got lucky with this win alg played better the first 90 minutes should ve scored hope fra beats germany 4 0         *
4_159,1,*                                             goal ger world cup germany 2 0 algeria ozil 129                                             * * germany battle through without playing well and algeria go out with heads held high france favourites in the quarter final worldcup2014 *
4_16,0,*      my best european team germany my best arabian team algeria are playing ger vs alg worldcup2014      * * can t watch the game today but good luck boys pls update me here on twittet germany for the win gervsalg *
4_160,1,* ozil ger 2 alg 0 the arsenal midfielder smashes home in the final minutes to send germany into the quarter finals to play france algger * *                                  unlucky algeria played really well and gave germany a really good game                                 *
4_161,1,*                      goal algeria score fully deserved germany 2 1 algeria                      * * goal ozil match over algeria fought really really well all respect to them ger 2 0 alg worldcup *
4_162,1,*                  ger 2 1 alg a goal was deserved by algeria but i feel germany have played better all game great game                  * * aww feeling really bad for algeria they played a good game just a shame the goal weren t there well well france vs germany interesting *
4_163,1,*                  ft ger 2 1 alg germany are through to the qf and they will face france well played algeria respect                  * * well deserved goal algeria u can hold their heads up high 4 excellent team game respect worldcup2014 germany v france should be good *
4_164,1,* ft germany 0 0 algeria germany winning 2 1 after extra time to book a place in the quarter finals with france ger alg worldcup * *    final score germany 2 1 algeria seriously a really great game played by both teams go deutschland worldcup2014 gervsalg     *
4_165,1,* great game algeria germany lucky winner nice moments but not a game of a world master ger 2 alg 1 worldcup2014 worldcup gervsalg * * what a game algeria you deserved it better well played now germany you have to step up your game to face france sir worldcup2014 *
4_166,1,* ft ger 2 1 alg what a match algeria were brilliant for large parts of the game germany will play france in the first quarter final * *      the real game starts during the extra time 3 goals in extra time 2 1 germany win well done algeria good job worldcup2014      *
4_167,1,* what a great ending to a great game very very well played algeria but germany progress to qf another close one ger alg worldcup2014 * *        porto alegre brazil ap germany beats algeria 2 1 in extra time to set up world cup quarterfinal match vs france wsbtv        *
4_168,1,* fuhhhh fulltime germany won against algeria 2 1 great game from algeria see u france in quarter final go germany gervsalg * *  was rooting for germany but also hate to see a gutsy team lose hold your heads high algeria you played well worldcup2014 *
4_169,0,* great saves by algeria goalkeeper taking game to extra time germany to face france in quarterfinals after defeating algeria 2 1 worldcup * *                  algeria has played a great match against germany honour to this team of warriors alg ger worldcup2014                   *
4_17,0,* prediction ger 2 alg 0 think algeria does same as nigeria and hangs around for a bit but germanys gonna surge and win like france did * *          gervsalg germany is going to beat algeria to great teams going against each other this should cause for a great game         *
4_18,0,* i route 4 goals for germany gervsalg the all time tally is ger 1 alg 4 from 2 games all won by algerians * *                       germany will probably win but good luck algeria worldcup2014                       *
4_19,1,*                   germany got lucky there good tackle by neuer though ger v alg                   * * germany vs algeria match has started ger should easily beat alg enter quarter finals worldcup2014 *
4_2,0,*                     good luck algeria alg love you to knock germany ger out gervsalg worldcup2014                      * * hope every body is going to have a great time watching algeria and germany play worldcup2014 worldcup germanyvsalgeria *
4_20,0,* ger 0 0 alg 10 algeria has played european teams 8 times in the world cup with a record of 1 win 3 draws and 4 losses * *       watching the germany vs algeria game with my mom while waiting hahaha i love watching how mad she gets lol      *
4_21,0,* algeria going for route 1 they will play on the counter germany will win this they have too much quality not to bbcworldcup * *                algeria very slick in attack against a german defence lacking pace oo er ger alg worldcup2014                *
4_22,0,* ger 0 0 alg 10 algeria has played european teams 8 times in the world cup with a record of 1 win 3 draws and 4 losses * *  fantastic game of football already seems that algeria is gonna give germany a good run for their money worldcup2014  *
4_23,0,*     ger 0 0 alg 13 germany has played an african team in the world cup on 8 occasions all time record 4 wins 2 draws and 1 loss      * * germany is the better team here but they are giving algeria some pretty good chances we ll see if there is a possible upset gervsalg *
4_24,1,*                                    germany will win and that was a really bad play algeria gervsalg                                   * * this game is a lot more open than i thought it was going to be nice to see algeria going for it and not sitting back alg ger worldcup *
4_25,0,*          its a good thing i didn t that bet on germany today they play like this i have a feeling algeria might win         * * ger 0 0 alg 13 germany has played an african team in the world cup on 8 occasions all time record 4 wins 2 draws and 1 loss *
4_26,1,*                                    yea algeria is gonna win this game germany playing like shit                                   * * algeria looking good here can they keep it going i can t see ze germans fucking this up though they look rattled though alg v ger *
4_27,1,* goal no algeria was just offsides what a scare for germany both sides have had scoring chances alg ger * *                    although i wanted germany to win algeria playing the better game                    *
4_28,1,*                            algeria is knowing how to play germany good game worldcup alg ger                            * * if algeria don t score soon you just know germany will win this which is a shame as algeria have been playing very well *
4_29,1,* algeria the better team so far but germany playing a slower game algeria will tire 0 0 alg ger * *      germany well lucky at the moment algeria look a good team germans will still win tho      *
4_3,0,* vive le algerie i hope algeria alg wins this battle against germany ger algger algvsger worldcup worldcup2014 * *  algeria beat west germany 2 1 in 1982 it s time to repeat history worldcup2014 alg fifaworldcup alg algerie  *
4_30,1,* teams blatantly give germany too much respect play your own game and you ve got every chance of winning algeria worldcup2014 * *                                   algeria playing very well ger 0 0 alg worldcup gervsalg                                    *
4_31,0,*      the africans algeria alg showing gutsy play against germany ger going to enjoy this game let me make tea worldcup2014      * * not getting my hopes up algeria to have more chances maybe score germany to still fucking win the script is written boo ger alg *
4_32,0,* algeria is playing surprisingly well against germany alg have had a fee good looks on goal in only 20mins ger has looked ordinary so far * *                        the way the game is going right now algeria deserves the win germany is playing like shit                         *
4_33,0,* algeria is playing surprisingly well against germany alg have had a few good looks on goal in only 20mins ger has looked ordinary so far * *                      worldcup gervsalg wow what a game algeria is gonna upset germany at last we win the world cup                       *
4_34,0,* algeria is playing really well but germany will win at the end this is how this worldcup is going on gervsalg fifaworldcupbrazil * *                                      algeria is giving germany a good game worldcup ger alg                                      *
4_35,0,*           germany is playing with out focus or identity algeria is looking way better worldcup2014 ger alg manoramafifa           * * during the 1982 world cup hosted by spain algeria won germany 2 1 the match was also during ramadan i hope they win today as well *
4_36,0,* germany very jittery algeria putting all the pressure but we saw this in the earlier game and who ended up winning ger alg wc2014 * *    schweinsteiger is playing like shit steiger in this world cup ger geralg germany worldcup2014 worldcup fifaworldcup gervsalg   *
4_37,0,* algeria will play very well in most parts of the game and the baaaam germany will score and win the game football is harsh * *                      ger 0 0 alg 27 of 90 played worldcup2014 worldcup most of the crown with algeria                      *
4_38,1,*  algeria is playing really well but germany will win at the end this is how this worldcup is going on gervsalg fifaworldcupbrazil * * neuer almost playing like a last man for ger playing outside his penalty box he s had to rescue his defenders a few times now alg *
4_39,0,* gervsalg my match report algeria playing well and germany winning the game at the end p alg * *              lol neuer comedy germany playing like clowns ger worldcup gervsalg             *
4_4,1,* i m arabic i wish algeria could make it to the next round but i think germany is going to win this 3 1 good luck to both teams alg ger * * ready for this germany vs algeria should be a good match to watch two teams who have been playing class football ger alg worldcup2014  *
4_40,0,*          germany are playing terribly and algeria are looking good but germany will somehow find a way to win ger alg 0 0          * * this is why i love just watching for the game algeria playing well great underdog germany are finishers and dedicated worldcup2014 *
4_41,0,* algeria is playing really well but germany will win at the end this is how this worldcup is going on gervsalg fifaworldcupbrazil * *                     ger 0 0 alg 31 of 90 played worldcup2014 worldcup free kick algeria for a push by gotze                      *
4_42,0,*                             ger 0 vs alg 0 algeria is playing very good germany sucks wake up lol                              * * germany along with netherlands and argentina are my best bet to win worldcup2014 but tonight i would love algeria to beat them *
4_43,0,*                       mertesacker is too slow algeria playing well ozil overrated no hummels germany will win                        * * ger looks slow and not focused in this game alg looks much better it ll be a long game for germany if they don t step it up worldcup *
4_44,0,* germany you gotta step up your game it seems like algeria is doing well in stopping your plays and passing you can do it germans ger * *                 algeria will push germany all the way but the germans always find a way to win ger alg worldcup2014                  *
4_45,0,*                   we all know germany winning buh its worth it watching algeria play who have a good game too                    * * muller with a chance a great ball in but he can t direct the header germany controlling the game a little better now ger 0 0 alg *
4_46,0,* gervsalg wow i ve never seen germany play this bad algeria is not even a third class team germany must win them 6 0 or something * *  just a little more intelligence and speed of thought would have algeria in front germany poor ger v alg worldcup worldcup2014   *
4_47,0,*                      algeria will give people false hope playing well but germany will win this game i m sure                      * * only african team to beat germany at the world cup is alg in 1982 algeria has won both meetings the other a 1964 friendly gervsalg *
4_48,0,*                alg vs ger algeria is killing germany at the moments i hope we win our chance was 0                 * * hiring behind the sofa watching the germany match have to admit algeria playing the better game pleasescoregermany *
4_49,0,* if algeria beat germany they will play france on july 5 the day algeria celebrate independence from france good story worldcup2014 * *                ger 0 0 alg 39 of 90 played worldcup2014 worldcup deflection takes it wide amazing shot from algeria                *
4_5,0,* the game algeria vs germany is about to start good luck to both of us may the best team win wm2014 algger wm * *                          go germany ger alg germanyvsalgeria worldcup2014 worldcup                           *
4_50,1,*        ger 0 0 alg 40 of 90 played worldcup2014 worldcup double save from algeria keeper         * * bruh this is a good ass game who would ve thought algeria was gonna play so good against germany *
4_51,1,* lucky lucky algeria need to make the better play count now before germany lift their game ger v alg * *    excellent work from the alg goalkeeper great saves to deny ger worldcup2014 worldcup gervsalg    *
4_52,0,* this is a fantastic game to watch i kinda hope germany will score but in the other hand algeria is a really sympathetic team ger alg * *      algeria have played amazing so far my hearts beating rapid great save by the keeper gervsalg worldcup2014 come on algeria       *
4_53,0,* here we go again another worldcup game when underdog algeria is playing to win and germany playing not to lose so algeria are shining * *   algeria will apply the pressure look really good won t score then germany will knick it with a clinical goal worldcup2014 gervsalg  *
4_54,0,*                                       damn algeria is playing good germany buck up ger v alg                                      * * even tho my bet is on germany i genuinely hope this isn t one of those late goal scoring match from a european team go on algeria *
4_55,0,*            this game is making me really nervous algeria is playing really well come on germany ger worldcup2014 gervsalg           * * half time ger 0 0 alg it s been a cautions first 45 minutes for both teams plenty of chances but none clear cut worldcup brasil2014 *
4_56,1,*        half time and it s alg 0 0 ger a good display from algeria will klose be on for germany in the second half        * * ht germany 0 0 algeria a goal less but decent first half both teams having good chances for the opener worldcup gervsalg *
4_57,1,* after a half of play algeria the better team germany needs to go back to the drawing board ger alg worldcup2014 0 0 * *             half time ger 0 alg 0 shit half by germany and a good one by algeria need goals soon geralg             *
4_58,1,*      halftime score ger 0 0 alg interesting fast paced exciting intense 1st half btwn germany algeria wc2014 roundof16 gervsalg      * * very disappointed by germany i hope they ll play better during the second half algeria is doing very good i m surprised fifaworldcup *
4_59,1,*                       half time ger 0 0 alg algeria the better team germany shaky worldcup2014brazil                      * * mmeehhh germany plays not well today but i stil have faith that ger will win algeria is strong but will lose worldcup2014 *
4_6,1,* ger vs alg germany are in my top 3 teams but i m backing algeria in this one worldcup2014 * *               algeria s national anthem is better than germany s though lol               *
4_60,1,* algeria playing well but i think germany will open the scoring within the first 10 minutes of the second half and go on to win 3 0 wc * *   halftime ger 0 alg 0 germany controlling the game with 72 possession in the half but algeria have had their chances matchinsights   *
4_61,1,* germany ruining my acca better 2nd half needed kuntz fair play to algeria though looking decent in attack ger v alg * *                can t wait for the second half of germany vs algeria worldcup2014 worl i hope ger wins               *
4_62,1,* i think germany will still win this 2 0 my prediction but i hope algeria gain respect cos they have played well in this wc * * great game so far from algeria no fear against germany underdogs really levellingtheplayingfield at this worldcup alg ger  *
4_63,0,* gervsalg very good game algeria is playing great professional football but the end is know germany will win * *   algeria aren t half good come on germany step it up and knock them out geralg ger worldcup2014 worldcup   *
4_64,0,* good game ger vs alg so far wasn t expecting though as on papers germany is far better than algeria gervsalg fifaworldcup * *      i think germany will win 3 0 in the second half because algeria looked really tired towards the end of the half      *
4_65,1,*                yes glenn hoddle did just call algeria al jazeera alg worldcup2014                * * woah slip up and a half from hoddle who s playing germany tonight al jazeera or algeria worldcup *
4_66,1,*       on itv glenn hoddle just called algeria al jazeera alg v ger      * * gervsalg glen hoddle thinks germany is playing al jazeera itvworldcup b *
4_67,1,* marvellous glen hoddle has just called algeria al jazeera i await his calling germany germolene with bated breath worldcup2014 * *             glenn hoddle saying al jazeera instead of algeria nice plug for a rival there lol itvworldcup ger alg              *
4_68,1,*                            still laughing at glenn hoddle calling algeria al jazeera worldcup2014 ger vs alg                            * * all the punters on itv have forgotten algeria s revenge in 82 west germany played austria their mates and needed a 1 0 win for both 1 2 *
4_69,1,* the problem for al jazeera err algeria is you ve got to take them chances vintage glenn hoddle at half time ger alg colemanballs * *             retweet if you think alg will win ger geralg germany worldcup2014 worldcup gervsalg worldcup2014 algeria             *
4_7,1,*                             algeria s national anthem is great as is germany s ger alg                             * * algeria is the only hope for africa in world cup it needs to win against germany to take up african pride gervsalg *
4_70,1,*    glenn hoddle just called algeria al jazeera ger geralg germany algerie worldcup2014 worldcup coupedumonde gervsalg worldcup2014     * * germany ger and algeria alg are scoreless at half at the fifa world cup winner plays france fra who beat nigeria nga 2 0 earlier today *
4_71,1,*                                  kick off second half germany algeria 0 0 geralg worldcup last16 ger vs alg                                 * * germany better get their secondary passing game going in the 2nd half if they expect to win against this surprisingly talented algeria team *
4_72,0,* great game so far germany is attacking better than algeria n also being helps by the goal keeper playing also as a swipper second half we go * *                                    alg vs ger the 2nd half gets underway score 0 0 worldcup2014 worldcup                                     *
4_73,1,* football is a game where two teams play and germany wins good fight by algeria tho worldcup2014 geralg ger gervsalg * *                           2nd half is underway germany ger 0 0 alg algeria worldcup geralg                          *
4_74,0,*                   they ve missed arjen robben tonight germany haven t they commentators chat shit                   * * i ve put a 50 bet on algeria to beat germany tonight still 0 0 i m hoping ger alg itvworldcup worldcup worldcup2014 *
4_75,1,* gervsalg this game is great really good goal keeper from algeria germany looks better this half then the last * *   did glenn hoddle just call algeria al jazeera that s amazing alg vs ger worldcup2014 worldcup itv football  *
4_76,0,* second half of the football match between germany and algeria hoping the best for my team d schweinstaiger ger alg worldcupbrasil2014 * *                           germany v algeria cracking game of football shame england can t play half as good                           *
4_77,0,* best pass of the world cup from neuer ger geralg germany algerie worldcup2014 worldcup coupedumonde gervsalg worldcup2014 * *                            shoutout to algeria they playing good against germany bmt pull a win                           *
4_78,0,* any money despite the total domination by algeria germany go on to win this game it s what cultured well travelled tournament teams do * *                                     this is the best game of worldcup2014 geralg gervsalg ger alg                                      *
4_79,0,*    algeria have more than matched germany so far ha way man germany just win 2 0 and muller you should score first bets worldcup2014    * * its such an irony that even the lesser known team of algeria plays better football than muti million multi starrer team chelsea ger alg *
4_8,0,*                i fancy algeria to make it a good game tonight lots of goals in that team 3 2 germany ger alg worldcup               * * gervsalg watching the game and i m supporting the germans lets go germany we can win but we must play well worldcup2014 teamgermany *
4_80,0,* germany will win thisunfortunately algeria play surprisingly good footy but once the germans score the stereotypical efficiency will return * *      germany s first half was awful they are starting to come alive in the 2nd half algeria counter is deadly gervsalg worldcup ger alg     *
4_81,0,* watching this world cup game germany v algeria algeria look deadly you know worldcup worldcup2014 gervalg but germany will win no doubt * *                       54 close lahm forces a diving save from mbolhi with a shot from distance ger 0 0 alg kickoff                      *
4_82,0,*             fifa worldcup 54 chance lahm fires a shot ger on goal but the keeper tips off to save germany 0 0 algeria geralg             * * i really hope algeria wins this game because germany s playing style is pissing me off it s like they don t even try to advance the ball *
4_83,0,*             algeria playing an amazing game js need to score a goal and it s gonna be done allez algérie alg ger worldcup2014             * * got to say algeria and germany is the best game of the world cup so far for me but i guess it will be the germans who win they usually do *
4_84,0,*    i honestly hope algeria win this match cos of the 1982 debacle with germany austria and of course cos they are playing good     * * superb game between germany algeria counter attack upon counter attack shot upon shot no goals yet one is imminent geralg worldcup *
4_85,0,*          algeria are playing really well against germany so far hope they can score a goal or 2 and put germany out worldcup2014           * * if algeria beats germany mainly for revenge of what happned last time played in wc this has gotta be the biggest win for african team ever *
4_86,0,* 60 minutes into the game germany surely having some great chances on goal germany 0 algeria 0 fifa worldcup brazil2014 gervsalg * *               i want germany to win but id feel so bad for algeria theyre working so hard and playing so well omg               *
4_87,0,* come on germany time to get the play going can t lose to algeria if y all gonna act like you ll win the cup * *                       wc ger vs alg germany playing much better 2nd half goals coming                       *
4_88,1,* can just see germany scoring and winning as algeria have been on top for 80 of the game but haven t converted their chances * *        ger about to score alg cant play defense all second half like this goal is coming up geralg gervsalg worldcup        *
4_89,0,*                    algeria playing really good germany doesn t give up either ger alg brasil2014 worldcup2014                    * * germans are getting in behind more often now if algeria don t score on one of these breaks germany would probably end up winning *
