Timestamp,Content,ID
13,*                                     worldcup ger germany vs srb serbia 0 0 the match kicks off                                     * * try to put aside my nerves for the usa game and enjoy today s opener b ween ger and ser die mannschaft impressive in gm 1 worldcup *,16_12
14,*          just watching the opening 3 minutes of the ger srb game it seems that srb goal is to have good forward pressing worldcup         * * nasib nonton match worldcup di tv item putih _ untung kaos dari kdua timnas ini berbeda dan ada putihnya terselamatkan deh jd bisa bedain *,16_13
15,*     worldcup hi arg aus bra chi civ cmr den eng esp fra ger gre hon ita jpn kor mex ned nga par por prk rsa srb usa      * * serbia lineup stojkovic ivanovic vidic subotic kolarov ninkovic stankovic krasic kuzmanovic jovanovic zigic worldcup srb *,16_14
16,*        i haven t got one prediction right so far in this worldcup today that changes ger 3 1 srb slo 1 2 usa eng 2 0 alg        * * at national sports grill watching germany vs serbia match im going to get some beers in a bit where the hell is my bro worldcup *,16_15
17,*                   today s first match between ger srb kicks off germany expected to win easily worldcup                    * * the best time for going to the grocery these days is during a soccer game of your national team worldcup wm germany serbia *,16_16
18,* ã ãƒ ãƒ¼ã ¼ã ã šã ã ˆã ã ã ãƒ ãƒ ãƒ ã ¹ã ãƒ¼ã œãƒÿãƒ ãƒ ã ãƒ ãƒ¼ãƒˆã ã ã ã ã ã fw ã œä½ ç½ ã ã ã ƒã ã æš¼ã ã ˆã ã ã ã ã ã ¾ã ã ã ã ã ä šã œã šã ã ã šã è ç ã ã ÿã worldcup ger srb * *                                          fifa world cup 2010 ger srb i wonder why podolski only plays his best game for germany worldcup                                           *,16_17
19,* first game of the worldcup whatâ s happening i watch this year ger germany vs srb we ll see * *             love the german coach s matching cardigans very stylish ger worldcup            *,16_18
20,*                     first game of the worldcup i watch this year ger germany germany vs srb serbia we ll see                     * * quero uma tv no quarto o meu ã o unico q nao tem antena ponte aã rea cama sofã da sala para worldcup as 8 30 da manha ã mt chato *,16_19
21,*              worldcup palpites para os jogos de hoje ger 2 x 0 srb eng 2 x 0 alg svn 1 x 2 usa              * * worldcup live ger 10 germany s scored two times minimum in the last four competitive matches against serbia *,16_20
22,*                     ã ãƒ ãƒ¼ã ¼ã é è ²ï½ ï¾ÿï½ ã ð ï½ ï½ ï¾ÿï½ ï½³ï½ªâ ï¾ worldcup ger srb nhk jpn                    * * germany v serbia on bbc1 worldcup i m thinking 2 1 to germany both teams have had opportunities at 11 mins in ger ser *,16_21
23,* worldcup ger germany vs srb serbia 12 0 0 klose ger is penalised after committing a foul and is yellow carded * *          familytv fussball wm 2010 live ger srb worldcup www familytv eu gelbe karte fã¼r klose sorum         *,16_22
24,*       klose gets the first yellow card of the game for a set of fouls clipped ivanovic for the latest challenge worldcup srb ger       * * æ µæš é ç ccavå¼ è èªªæ ¹å¼ åœ åœ å æœƒæœ ä éº¼å æ ï¼ÿæ² æœ ç æž å æ ï¼œç ½è ºå¾ ä è ²èªªçš ä èªªï¼œç èªªäº èš é šè è žå çš ã worldcup *,16_23
25,*  10 mins into match ger looking tight srb playing respectable but already signs srb will tire easily get leggy in 2h worldcup germany * * klose already has a yellow card rare occurrence for the ger this game looks like it could be the most exciting of worldcup so far srb *,16_24
26,* serbia have come to play today think germany may have underestimated them early in this match bet that changes soon ger srb worldcup * *      voorspelling worldcup vanuit vrouwelijke hersenpan dat geen verstand heeft van voetbal ger 3 srb 0 svn 1 usa 1 eng 2 alg 0      *,16_25
27,*               srb corner not a threat at all but not a bad ball kicked into the ger 6 yard box worldcup germany serbia               * * nomor 1 gw jagoin jerman no 2 jerman klo nomor 3 eeeemm jerman deh udh sgitu aja dari dlu g sk brazil argentina inggris dkk worldcup *,16_26
28,*                            worldcup ger germany vs srb serbia 16 0 0 klose ger is ruled offside                            * * cara menghilangkan efek laler vuvuzela worldcup 2010 kecilkan suara tv sekecil2nya tv dan setel sekenceng2nya lagu korea d *,16_27
29,*          worldcup ger germany vs srb serbia 18 0 0 ivanovic srb is yellow carded           * * ã ¾ã ÿã ã ã ã ã ãƒ ãƒ¼ ã ãƒ ãƒ ã ã â ï¾ÿ _ã ï¾ÿ ï¾ ï½ ï½¼ï¾ ï¾žï¾ worldcup ger srb nhk jpn *,16_28
30,*                      worldcup ger germany vs srb serbia 19 0 0 now kolarov is yellow carded                     * * worldcup hi arg aus bra chi civ cmr den eng esp fra ger gre hon ita jpn kor mex ned nga par por prk rsa srb usa *,16_29
31,* srb s ivanovic gets a yellow card followed quickly by kolarov going to be an interesting match at this rate only 20 worldcup ger * *                  damn 3 yellow cards in 18 min gonna be a a wild game if that keeps up worldcup germany serbia                   *,16_30
32,*                        yellow cards a plenty in this match 4 and we re only in the 22nd minute ger srb worldcup                       * * after 20 mins in the germany serbia game and there s already been 3 4 yellow cards wonder what it ll turn into after 90 mins worldcup *,16_31
33,*                  so far in this 20 minute game we ve seen 4 yellow cards this is no way to play ger srb worldcup                  * * germany vs serbia worldcup match very physical 4 yellow cards in 21 minutes lots of germanic slavic testosterone tcot wc2010 fifa *,16_32
34,*         21 mins into the game and already 4 yellow cards whew 2 each for ger and srb worldcup          * * 3 yellows already in only 22 minutes cannot see both teams finishing this match whole ger ser worldcup *,16_33
35,* ger v srb this ref is a bit card happy 4 yellows and 1 to ivanovic in about 20 mins of play worldcup * *                   ã ãƒ ã ã ã ãƒ¼ã ã ã æˆ ã šã œã ã ã ãƒ¼ worldcup ger srb nhk jpn                    *,16_34
36,*      ger 0 0 srb this ref is a bit card happy 4 yellows and 1 to ivanovic in about 20 mins of play worldcup     * * worldcup hi arg aus bra chi civ cmr den eng esp fra ger gre hon ita jpn kor mex ned nga par por prk rsa srb usa *,16_35
37,*  i ll take some soccer fuãÿball with my yellow cards in this ger srb worldcup fifa world cup game wtf who s gonna get the 1st red card   * * selesai meeting langsung meluncur ke plaza indonesia xxi bkn utk ntn bioskop tp nonbar big screen jerman vs serbia msh menit 26 worldcup *,16_36
38,*                          watching the ger v srb game in the 28th minute it s germany 0 serbia 0 worldcup                          * * worldcup betting eng v alg g johnson 1st goal e w 33 1 england to win by 2 goals 3 1 was tempted by eng to score 4 or more at 4 1 *,16_37
39,* worldcup cool arg aus bra chi civ cmr den eng esp fra ger gre hon ita jpn kor mex ned nga par por prk rsa srb usa * *            eu quero o novo ã lbum da nicole scherzinger __ quando vai sair caramba â â worldcup bra afr           *,16_38
40,*                                                     missed first 25 min of worldcup game ger vs srb luckily someone invented for internet and twitter                                                     * * ä šæ ã ã šã ã ã é ã ã è ³æˆ â ã æ ã ã ã ÿã ã è æ ä ãƒ ãƒ ã ¼ãƒ ã ã ã ã ã žã ã ã ã ã ãƒ ãƒ ãƒ ã ã ã ºã ãƒ¼ã œã ã ã ã ï¼ werder bremenï¼ ãƒžãƒªãƒ¼ãƒ³å ºã ªã ã ã ªãƒ¼ã ã ã ã ã ãƒ¼ãƒ å šã ã ªã â ã worldcup *,16_39
41,*            worldcup ger germany vs srb serbia 30 0 0 klose ger is adjudged to be in an offside position            * * æ æ šçœ äº é æ ¹å æ æƒ çš è æ¼ å žï¼œçž åœ çœ åˆ å¾ å ½é ÿé ç ä è ï¼œæœ éƒ å ç çš æ æ³ ï¼œè æˆ æ æ æ ²ç ã worldcup *,16_40
42,* first good move of the match by germans the final ball by khedira to klose find him in an offside position only just worldcup srb ger * *              woke up way too early watching germany vs serbia waiting for usa game at 9 30 fml worldcup soccer usasoccer              *,16_41
43,* another yellow card that makes 5 in the first 32 minutes ger srb worldcup wc2010 southafrica * *            ã ªãƒ ã µã ãƒ ww worldcup whatâ s happening nhk ger germany srb serbia            *,16_42
44,*           worldcup ger germany vs srb serbia 32 0 0 lahm commits a foul and is yellow carded          * * phillip lahm gets a yellow card 5th booking in this 1st 1 2 of ger vs srb dirtysoccer worldcup wc2010 *,16_43
45,*                               germany serbia 0 0 yellow cards 3 2 ger srb worldcup wc2010                                * * listenin to german commentary on radio while watching the germs play the serbs good stuff ger v ser sbsworldcup worldcup *,16_44
46,* worldcup ger germany vs srb serbia 34 0 0 kuzmanovic srb conceded a free kick wide following a challenge on podolski ger * *        30 mins in ger v srb and there are 5 yellow cards i hope this ref doesn t advance in the tourney worldcup         *,16_45
47,*                  second yellow card for klose means bad sign red card ger worldcup                   * * familytv fussball wm 2010 live ger srb worldcup www familytv eu 37 minute gelb rote karte fã¼r klose *,16_46
48,* ger vs srb omg red yellow card against klose this is a game with many fouls and a referee that likes to show cards worldcup wm2010 * *             worldcup ger germany vs srb serbia 37 0 0 klose ger is booked for the second time and receives a red card              *,16_47
49,* worldcup wc2010 serbia have scored straight after the sending off liverpool bound milan jovanovic with the goal ger 0 1 srb * *          this referee is a joke germany down to 10 men klose sent off and serbia take the lead ger 0 1 ser worldcup         *,16_48
50,* wow stright after klose s 2nd yellow in the match srb score and its srb 1 0 ger 39 serbia are playing great in this one worldcup * * love waking up to serbia scoring a goal over germany esp right after klose ger receives a red card for tripping wc2010 worldcup  *,16_49
51,* wow klose gets a red card serbia srb scores wow germany ger is down 1 0 in today s worldcup opener fb * *    ger 0 1 srb jovanovic with the goal on 38 mins just a minute after klose gets sent off worldcup    *,16_50
52,*            meh klose got 2nd yellow card tuned into red while jovanovi scored in 38 for serbia ger 0 srb 1 worldcup           * * double blow against germany klose gets himsel red carded and the next minute jovanovic slams a neat goal srb 1 ger 0 worldcup *,16_51
53,*                               srb score 2 mins after ger lose klose to a red card ger 0 1 srb worldcup                              * * germany down to 10 men klose red carded serbia just scored ref is an idiot w yellow cards serbia playing a smart game fifa worldcup *,16_52
54,* holy mother of mojo who d have thought that serbia scores just as klose is red carded srb 1 0 ger worldcup are we in for a shock * *    ger is playing with 1 man down after klose got his second yellow card in the game on the 36th min worldcup fifa2010 wc2010    *,16_53
55,*                                                    bloody hell unstoppable germany 1 0 down to serbia and down to 10 men ger srb worldcup                                                    * * â œä¼ è å ½é è ³è æ è åˆ äº æœ å šä ç œæ è ç ƒå ï¹ åœºé æ² é çš é é ï¼œäºžæ å žåš äº å ºç œé çž ï¼œå å ç ä¼¼è šä½ ç ƒçš åˆ ç½šï¼œè å ¾åˆ ç è åˆ åˆºæ æ èµ â è æ æˆ æ ä šçš æ å çš æ worldcup *,16_54
56,*                             mick mccarthy the keeper s a big tart there worldcup ger srb                            * * mr spanish referee don t take your esp woes on the ger germany worldcup whatâ s happening klose sent off ser scores *,16_55
57,*                         finaliza el primera tiempo grupo d ger germany 0 1 serbia srb wc2010 worldcup                         * * klose given the red card after the red team serbia scored aaaa a very close goal attempt by germany hit the goal bar worldcup *,16_56
58,*    worldcup wc2010 half time germany ger 0 1 srb serbia milan jovanovic with the goal miroslav klose sent off khedira hit the bar   * * thank you spanish referee alberto undiano for ruining the game with all these yellow cards for no bad tackle ger vs ser at worldcup *,16_57
59,*                  ht germany 0 vs serbia 1 jovanovic 38 what a first half 6 yellow 1 red cards worldcup ger srb                  * * great game despite a nitpicking referee ser showing the form that saw them widely tipped ger unsettled by the red card worldcup *,16_58
60,*   half time ger 0 1 srb klose misses the match germany misses the basics of defense result 1 down to play catch up worldcup    * * what a dramatic first half goal for jovanovic red card for klose controversial refereeing performance game on srb ger worldcup *,16_59
61,*           germany 0 vs serbia 1 what a first half 6 yellow 1 red cards worldcup whatâ s happening ger srb            * * worldcup carton rouge pour klose manschaft rã duite ã dix ger 0 1 srb que de surprise dans ce mondial vuvuvuvuzuelas *,16_60
62,*  fifa world cup 2010 half time report germany in the same position as spain vs switzerland ger 0 1 srb worldcup * * good game by both teams well placed serbia defensively harsh but deserved red card i d play gã³mez now worldcup *,16_61
63,*                                              ger 0 1 srb german s klose gets red carded and then serbia gets a goal lol first half finished red card ruin the match worldcup                                               * * çº ä è ºç å çš è ä ªè ç ƒæššå æ è å çš é ÿåº ä å šæ åÿºå çš èº é å çž å¾ æ æ¼ å ½è å šã ä ç æ žä¹ˆè ï¼œå žå ç äºšå¼ åš ä æ ¹çš èº ä ½ä å ï¼œå ³ä½ å æ æ³½åœ æ µæš è å ˆè æ äº ä æ ä åˆ é ÿå è çº ç œèµ äº ä åž ï¼œä å šåœº *,16_62
64,*         miroslav klose red card â milanâ jovanovicâ scores â ger 0 1 srb â half time â worldcup         * * å æ æ³½è å¼ çº ç œè ½ç ä ä¼šå½ å å¾ å ½é ÿæœ ç ˆå ºçº ï¼œä½ å å½ åº æ äº è ªå çš æœ ä½³å æ æ ã worldcup *,16_63
65,*                                        klose sent off after 37 minutes ger down a goal right after red card srb took their chances and now have to see the game out worldcup                                         * * å æ æ³½åœ æˆ è å é œé è å¾ æœºæ çš ï¼œ02çš æ å ï¼œå ç èµ å æ è äº 5ç ƒï¼œæ æ èµ ä è ½ç æ² æœ è ç ƒï¼œä 5ç ƒä æ äºžå½ æ å æ ä å çš è ç½ ï¼ 06å¹ çš æ å ï¼œä ç ˆä 5ç ƒè è ºå½ å šçš é é å ã ã ã ç è åˆ ï¼œè ç åš ä½œéƒ *,16_64
66,* half time and it s ger 0 1 srb with ger down to ten men very harsh couple of cards for unfortunate klose worldcup * *  worldcup arg aus bra chi civ cmr den eng esp fra ger gre hon ita jpn kor mex ned nga par por prk rsa srb sui usa *,16_65
67,*                                                                                  watching ger 0 x srb 1 klose got a red card worldcup wc2010                                                                                  * * ä šå šåœºç æ ÿï¼œå½ é žæ ¼ç ä¼¼çš å¾ å ½é ÿå œå žå ç äºšé ÿåžÿæœ è ä¹ÿæ æ³ æ å¼ åƒµå æ ï¼œè ç ¼çš è ç ç ç è åˆ ç çº é ç œæ ç äº åœºä šçš å¹³è ã å žå ç äºšé ÿè å¾ å ½é ÿå æ æ³½è ç½šä ï¼œç è ³æœªç ³æ å å¾ äº é å ˆã worldcup *,16_66
68,*  ger 0 srb 1 half time 6 yellow cards in the 1st half good hard challenges shouldn t bookings worldcup fail * * worldcup ger germany 0 vs srb serbia 1 beckenbauer what do say now england will win the fifa world cup 2010 *,16_67
69,* switched off the tv no mood to watch worldcup srb vs ger 1 0 match that moron spoiled the game with his cards * *                 thanks to card happy serbia leading 10 men germany with 1 0 half time worldcup                *,16_68
70,* 1st half 6yellowcards a red card a goal some audience participation and a lot of screaming at 45 1 min germany 0 1 serbia worldcup * *                       noo alemania tt con klose expulsado ger 0 1 srb es el partido de las tarjetas worldcup                       *,16_69
71,*  ger 0 srb 1 half time 6 yellow cards in the 1st half good hard challenges shouldn t bookings worldcup fail * * worldcup ger germany 0 vs srb serbia 1 beckenbauer what do say now england will win the fifa world cup 2010 *,16_70
72,*                       worldcup ger germany vs srb serbia 0 1 the second half kicks off                       * * fim de 1ro tempo serã q a srb vai colocar ã gua no chope da ger em plena sexta feira copa worldcup vccomenta *,16_71
73,*                  ger 0 srb 1 half time worldcup looks like our serbia game could be a hard one lyn                  * * in case any four course classic golfers are interested in the worldcup serbia 1 germany 0 ht klose red card mdcgolf *,16_72
74,* 2nd half starts germany down to 10 men with klose red card ger teams ouscored 9 0 when playing with 10 men srb ff worldcup * *                worldcup ger germany vs srb serbia 46 0 1 ozil ger is adjudged to be in an offside position                 *,16_73
75,*         too bad focus of game has been referee not players 5 yellow cards 1 red card in 1st half yikes worldcup ger srb         * * writer serbia leading top team germany 1 0 in the 46th minute of game action in group d at worldcup surprising outcome thus far *,16_74
76,*                                           vou lã tomar insilina e terminar de assistir ger germany 0 x 1 srb enquanto faã o esteira da lheee sã rvia ãµ worldcup                                           * * ã µãƒƒã ãƒ¼ã èˆˆå ³ã ªã ç ã ã ã ã ã ã ˆã ã ªå ã ã ÿã å¼ è ªå ½ã œã ã ã œã ã ã ã ã ªã å ½ç æ ã è æˆ ã å¼ ã ã ã œã ã ã ã šã ã ã ã ã äºˆé ã ã ã ã ˆãƒ ãƒ¼ãƒ ãƒ ã ãƒƒãƒ ã ªã ã ã ã ã åš ã æ å ã ã ã ã ã ªã ã ˆ *,16_75
77,*         vou lã tomar insilina e terminar de assistir ger 0 x 1 srb enquanto faã o esteira da lheee sã rvia ãµ worldcup        * * second half here we go germany playing with only 10 men klose was sent off with 2 yellows germany down 1 0 on serbia worldcup *,16_76
78,*    vou lã tomar insulina e terminar de assistir ger 0 x 1 srb enquanto faã o esteira da lheee sã rvia ãµ worldcup   * * watching serbia play germany in the worldcup makes one thing clear the socceroos don t stand a chance of qualifying *,16_77
79,*     worldcup sabe quando a ger vai fazer gol nessa zaga da srb que joga em linha de 4 protegida por uma linha de 5 no meio    * * down 1 0 and playing with 10 men germany s fitness will surely be tested this is where preparation meets opportunity worldcup *,16_78
80,*                 ãƒ ã ãƒ ã ã ãƒ¼ã ¹ãƒ ãƒ¼ãƒ ã ¹ã ãƒ ãƒ ã ãƒƒãƒ ã ˆã æˆ ã ã ÿ worldcup wc2010 ger srb nhk                  * * worldcup uii daqui a pouco vai ser legal hsuas svn x usa e a sã rvia continua na pressã o kkkkkkk se fufufufudeu germany *,16_79
81,*                                   late late worldcup predictions ger 1 1 srb usa 2 2 slv eng 3 0 alg                                   * * watching worldcup this morning germany serbia match is crazy w yellow cards almost time for usa to play gotta try to stay awake goalll *,16_80
82,*                     worldcup ger germany vs srb serbia 54 0 1 stojkovic srb pulls off a save                     * * spanish referee alberto undiano mallenco gave 11 red cards in 17 games in la liga last season worldcup ger v srb *,16_81
83,*                                         worldcup ger germany vs srb serbia 55 0 1 lahm srb is penalised after committing a foul                                         * * ä½œç ºä å å ½ç ƒè ï¼œæˆ å å¾ åœ ã å žçˆ¾ç äºžæ² æœ å è ï¼œå ƒå éƒ½æ æ ºè å ç ä ç¾ å¹½é ˆçš æ ç ÿåœ å ï¼œæˆ å œæœ å åœ çš ç ƒå èƒ½åœ å å¹³ç çˆ çš ç å ƒè ç æš ã worldcup *,16_82
84,*               worldcup ger germany vs srb serbia 57 0 1 subotic srb commits a foul and is yellow carded                * * fifa world cup 2010 ger 0 1 srb comeonn referee my prediction was 12 cards in a game in a group stage match d worldcup *,16_83
85,* 7th yellow card of game on srb s subotic actually deserved this time ger with a nice attempt shortly thereafter worldcup * *           great chance for podolski missed when shouldn t have germany still in with a chance ger srb worldcup           *,16_84
86,*           handball vidic yellow carded for handball in his penalty area 60 germany a chance to equalise ger 1 srb 0 worldcup           * * worldcup ger 0 x 1 srb podolski perde duas chances de gol seguidas no mesmo lugar vidic pã e a mã o na bola na ã rea pãªnalti para ger *,16_85
87,* handball by serbia in penalty area germany gets a penalty and misses first penalty save of the world cup ger srb worldcup wc2010 * *                    worldcup wc2010 lukas podolski misses a penalty after nemanja vidic handballed ger 0 1 srb                    *,16_86
88,*                srb vs ger 1 1 60 shock in germany continues podolski penalty saved by stojkovic wc2010 worldcup                * * yellow card the refs in the germany serbia match out of control damn ger misses free kick worldcup wc2010 tcot soccer football *,16_87
89,* penalty given to germany podolski takes it saved by the serbian keeper ger 0 v s srb 1 worldcup fifa * *   germany serbia 0 1 yellow cards 4 4 red cards 1 0 ger srb worldcup wc2010 germany missed penalty   *,16_88
90,* germany miss a penalty that is unheard of lol podolski s penalty saved by stojkovic after vidic s crazy handball ger srb worldcup * *  what a game ger vs ser who would ve guessed germany 1 man down 1 goal down and 1 penalty missed worldcup is getting interesting  *,16_89
91,* worldcup is truly awesome so many surprises serbia is playing well vs germany good save by the gk they re in the lead 1 0 ger srb * *   amazing ger had a great chance to level w a penalty after vidic handled the ball in area podolski miss from the spot worldcup   *,16_90
92,* germany plays with 10 men with klose sent off and missed a penalty said the commentator ger vs srb worldcup * * van a reconstruir y reabrir los campos en auschwitz pa meter ahã al podolski este fail ger 0 1 srb worldcup *,16_91
93,* cuauhtemoc should go teach podolski how to shoot penalty kicks ger 0 srb 1 24mins to go worldcup * *      red cards penalty germany messing up serbia still leading with 1 0 crazy game worldcup      *,16_92
94,* jovanovic shot hits the left post almost 2nd goal for srb 66th min srb 1 ger nil worldcup fifa2010 wc2010 * *                    worldcup ger germany vs srb serbia 67 0 1 zigic srb is ruled offside                   *,16_93
95,*            i m wondering how can german missed the penalty ger 0 1 srb worldcup           * * æ³ å šå æ åÿºæˆ åšÿåœ ä ºæœ åœºæ èµ çš è åˆ åˆ æ äº å¹ å å¾ å ½ç ƒè çš æ ç ã worldcup ger *,16_94
96,*                                       i know everything about serbia vs germany game and i m not even watching it you gotta love twitter trending topics srb ger worldcup                                        * * ã ãƒ ãƒ ã srb ã ãƒ ã ãƒ ã ãƒˆãƒ ã ¹ã ç¹ ã œã šæ ¹ã œã ã ã æ ½ã ã ï¼ ã ã ã œæ ãƒ ãƒ¼ã ã ¹ãƒ ãƒ ã ã ã ã å å å ã ãƒ ãƒ³ãƒ ã ¹ç ç ã ã ¹ãƒˆã ã ³ãƒ ãƒƒãƒ ã è¼ å ºã ã ÿå ½ã ã ã ã ã â ã å äººã é ÿã ã ã ã ã ã ã ãƒ ãƒ¼ *,16_95
97,* worldcup 70 ger 0 1 srb double german sub cacau for oezil and marin for mueller * *      marin und cacau gehen rein und ã zil und mã¼ller raus wm worldcup ger      *,16_96
98,* conseguirã alemania dar la vuelta al partido en 20 minutos tras haber fallado un penalti regalado por vidic ger 0 srb 1 worldcup * *                 worldcup live ger 70 double substitution for germany cacau and marin marko on fo ozil and muller                 *,16_97
99,* what s wrong with germany nothing playing as usual germany serbia 0 1 yellow cards 4 4 red cards 1 0 ger srb worldcup wc2010 * *  spielerwechsel cacau fã¼r ã zil deutschland marin fã¼r t mã¼ller deutschland und kacar fã¼r ninkovic serbien worldcup ger   *,16_98
100,*                    onather yellow card germany serbia 0 1 yellow cards 5 4 red cards 1 0 ger srb worldcup wc2010                     * * at the rate the referee is handing out yellow cards ger tak payah main lah won t have any players left for next game anyway worldcup *,16_99
101,* there has been 9 yellow cards and 1 red card in this game srb has 4 yc ger 5 yc and 1 rc worldcup fifa2010 wc2010 * *               i don t wanna watch ger v srb seeing germany lose over serbia is just so sad worldcup               *,16_100
102,*                   fifa2010alerts worldcup ger germany vs srb serbia 73 0 1 schweinsteiger ger is yellow carded                   * * klose was red carded and removed from the game podolski missed a free kick what s up ger how could ger ever lose to ser worldcup *,16_101
103,* ger 0 1 srb 73 schweinsteiger now gets a yellow card this ref couldn t be more annoying germans are having a harder time worldcup * *                   worldcup germany vs serbia worst game ever with the worst referee klose red card wat da faaaak                  *,16_102
104,*                            worldcup 77 ger 0 1 srb germany sub gomez for badstuber as loew chases a goal                             * * buen dia desde hace rato sintonizo alemania serbia gana serbia 0 1 gol de jovanovic el partido bueno de los mejores de esta worldcup *,16_103
105,*                           worldcup ger germany vs srb serbia 78 0 1 marin ger takes a corner kick                           * * preparing for a wonderful viewing of team usa winning this game today even my teen boys are waking up to watch worldcup usa *,16_104
106,*                             worldcup ger germany vs srb serbia 79 0 1 schweinsteiger ger commits a foul                              * * is everyone on a yellow card its been a great game if germany lose then england win well i don t know that just sounds good worldcup *,16_105
107,*          only 10 minutes to go germany serbia 0 1 yellow cards 5 4 red cards 1 0 ger srb worldcup wc2010           * * tired goood night to me good morning twitters upcoming games usa vs slo and eng vs alg worldcup go ger tie this up *,16_106
108,* worldcup el arbitro hoy salio emocionado 9 tarjetas amarillas en un encuentro habla de su pã sima actuaciã³n ger 0 1 srb * *                ã ãƒ ãƒ ã ã æ ¾ã šè¾¼ã ã ã ã ã æ ªãƒ ã ¹å ªã ã œã æ ¹ã œå é º worldcup wc2010 ger srb nhk                 *,16_107
109,*                                        worldcup ger 0 1 srb ã ã å åˆ ã ã šã ã ã ãƒ ãƒ ã ãƒªã ¹ãƒˆ                                        * * stupid ball play to the wings and work it from there how have germany not noticed how dodgy serbias central defenders are today worldcup *,16_108
110,*                              worldcup ger germany vs srb serbia 78 0 1 marin ger takes a corner kick                               * * çœ æ ä é çš çœœé äº ï¼œå å žæˆ éƒ½è æ çœÿå ƒå œæœ å¾ å ½é ÿèµ ï¼œæœ æœºä¼šç åˆ é æ ¹å ï¼œç å žè é æ ¹å æš 06å¹ çš ä ï¼ ï¼ƒworldcup *,16_109
111,* worldcup ger germany vs srb serbia 82 0 1 podolski ger swings in the corner  * * so someone tell me how i can watch the usa vs svn worldcup game online today *,16_110
112,*                                            85 minutes ger germany 0 1 srb serbia worldcup                                            * * if you are not watching the fifa worldcup you are missing fantã stic games like germany and lucky serbia live now usa next 8am sharp *,16_111
113,*              worldcup ger germany vs srb serbia 82 0 1 podolski ger swings in the corner              * * watching my tenth worldcup match germany v serbia a missed pk and lots of cards nice next up team usa *,16_112
