ID,EventType,Content
14_119,1,* great chances for south korea to equalise but they just can t find the net due to good defending by belgium wc2014 bel kor * * dat algerian goalie tho you da real mvp amazing since the belgium game keepitup win 123vivalalgerie worldcup worldcup2014  *
14_12,1,*                the last two group games are underway belgium vs south korea and russia vs algeria worldcup                 * * the final group games of the worldcup have kicked off kor v bel alg v rus belgium are through and all 3 teams can progress *
14_120,1,* this korea vs belgium game is like watching pros play a high school team well i still have the good old usa to cheer for worldcup2014 * *  jan vertonghen is the first captain to score for belgium in a worldcup matchs since marc wilmots scored at 2002 wc vs russia bel kor *
14_121,1,*        group stages have been ended round of 16 bra v chi col v uru ned v mex crc v gre fra v nga arg v sui bel v usa ger v alg       * * full time alhamdulillah algeria 1 1 russia south korea 0 1 belgium belgium top the group and algeria finish second place worldcup2014 *
14_122,1,* wc gp h algeria 1 russia 1 south korea 0 belgium 1 bel win group face usa in last 16 alg face ger rus kor head home wc2014 * *    group h full times bel 1 kor 0 rus 1 alg 1 belgium and algeria complete the 16 teams to qualify for the second round    *
14_123,1,* full time bel 1 0 kor alg 1 1 rus belgium wins group h will face usa in round of 16 algeria advances will face germany * *          full round of 16 bra chi col uru ned mex crc gre fra nga ger alg arg sui bel usa worldcup brazil2014          *
14_124,1,* ft in group h kor 0 1 bel alg 1 1 rus belgium wins group and algeria also advance monday algeria vs germany tuesday usa vs belgium * *    all round of 16 games 6 28 bra chi 6 28 col uru 6 29 ned mex 6 29 crc gre 6 30 fra nga 6 30 ger alg 7 1 arg sui 7 1 bel usa     *
14_125,1,*        world cup round of 16 bra 3 0 chi col 2 1 uru ned 2 0 mex crc 0 1 gre fra 3 1 nga arg 1 1 sui bel 1 0 usa ger 4 0 alg        * * the final two round of 16 games usa vs belgium on tuesday germany vs algeria on monday group play over going forward win or go home *
14_126,1,* world cup round of 16 games bra vs chi col vs uru ned vs mex crc vs gre fra vs nga ger vs alg arg vs sui bel vs usa * *         final bel 1 vs kor 0 belgium wins group h and will play usa tuesday july 1st at 4pm est worldcup2014        *
14_127,1,*       world cup round of 16 bra 3 0 chi col 1 2 uru ned 2 0 mex crc 2 1 gre fra 3 1 nga arg 3 1 sui bel 1 0 usa ger 4 0 alg       * * united states will play belgium tuesday at 2 pm in world cup round of 16 we will have the game for you at 101 7 fm usmnt 1n1t usa *
14_128,1,*         my top 16 after the first round col ned mex fra bra crc arg ger uru chi bel nga alg usa sui gre worldcup        * * bel 1 kor 0 belgium beats korea winning group h will be play team usa in round of 16 game on belgians gousa beatbelgium *
14_129,1,* teams in round 16 of the worldcup bra vs chi ned vs mex crc vs gre col vs uru arg vs sui fra vs nga ger vs alg bel vs usa * *  wc2014 group h algeria 1 draw with russia 1 belgium 1 defeated south korea 0 round of 16 germany v algeria belgim v usa  *
14_13,1,*     if korea beats belgium and algeria wins by at least 2 goals usa would play algeria that would be hilaarriiousss     * * alg vs rus kor vs bel underway last group last games of group play let s see who finalizes the round of 16 worldcup2014 *
14_14,1,*           was going to watch algeria russia but my aerial doesn t like itv4 belgium beating south korea it is worldcup2014           * * belgium have played the avb style of football in their first 2 group games let s hope they re more exciting to watch tonight bel kor *
14_15,1,*                       score predictions south korea 0 2 belgium algeria 2 1 russia kor bel alg rus worldcup2014                       * * group games finish tonight belgium to beat south korea and finish top algeria at worst will draw with russia qualify totally deserved *
14_16,1,*                                       worldcup 6 algeria 0 1 russia 6 south korea 0 0 belgium                                        * * hope korea wins this game don t really care much for belgium they re already crying about getting hit on the head play some football *
14_17,0,*          goal live world cup group h 7mins gone game yetu south korea 0 0 belgium algeria 0 1 russia kokorin 6          * * alg vs rus kor vs bel underway last group last games of group play let s see who finalizes the round of 16 worldcup2014 *
14_18,1,* 05 live south korea 0 0 belgium algeria 0 1 russia goal kokorin powers home a thumping header to put russia in front early on * *  i m following korea republic versus belgium in the fifa global stadium korbel worldcup joinin worldcup2014 south kor vs bel  *
14_19,1,* decent goal from russia nice header watching south korea vs belgium though so didn t get to see build up play any good worldcup2014 * *                          grouph as things stand bel 7 pts 2 gd rus 4 pts 0 gd alg 3 pts 0 gd kor 1 pt 2 gd                          *
14_2,1,*      can see them through provided south korea don t beat belgium algeria have played well so far i think they ll beat russia     * * so bel v kor or alg v rus i want to check bel out but reckon algrus will be a better contested game bigdecisions 9mins to make it *
14_20,0,* algeria advances with a win no matter what south korea needs to beat belgium and russia to draw or beat algeria by fewer goals * *         if the russia score stays as is we end up playing belgium in the round of 16 fuck their waffles usmnt worldcup         *
14_21,1,*           russia 1 0 algeria and belgium 0 0 south korea as it stands belgium and russia will progress from group h wc2014          * * only teams usmnt can play next round are belgium algeria prefer algeria but neither team the level of germany portugal worldcup2014 *
14_22,0,* with the russia s goal making it 1 0 against algeria as it stands belgium wins group h and plays usa and russia advances to play germany * * i m following korea republic versus belgium in the fifa global stadium korbel worldcup joinin who is sitting on yellow cards for belgium *
14_23,0,* if south korea fails to win their final group play match against belgium they re gonna be packing their bags * *    rus 1 alg 0 kor 0 bel 0 12 mins gone as it stands belgium v usa and russia v ger will advance worldcup    *
14_24,1,* 05 live south korea 0 0 belgium algeria 0 1 russia goal kokorin powers home a thumping header to put russia in front early on * *              2014fifaworldcup group h standings with alg 0 1 rus 1 bel 7pt 2 2 rus 4pt 1 3 alg 3pt 1 4 kor 2pt 2              *
14_25,0,*                  openhappiness worldscup south korea vs belgium algeria vs russia want belgium and algeria to win                  * * korvsbel kor has a 10k national record of 28 23 62 from 2010 bel have a 10k record of 26 52 30 by mohammed mourhit from 99 win bel *
14_26,1,* if algeria wins this 2 1 and belgium loses 1 0 the usa plays algeria rematch of 2010 but that probably won t happen soo bringonbelgium * *                                            15 score update alg 0 1 rus kor 0 0 bel worldcup                                            *
14_27,0,*       worldcup group h bel 6 gd 2 qualified alg 3 gd 1 rus 1 gd 1 kor 1 gd 2 bel will secure top spot with a draw ssfootball      * * south korea vs belgium 2014 world cup live coverage and score updates south korea need a blowout win to have a chance of advancin *
14_28,0,*  s korea 0 0 belgium world cup s korea to advance in round of 16 if win at least 2 0 over belgium this game * * worldcup group h bel 6 gd 2 qualified alg 3 gd 1 rus 1 gd 1 kor 1 gd 2 bel will secure top spot with a draw *
14_29,0,*               koreatown belgium vs south korea and algeria vs russia 2014 fifa world cup live updates                * * 4 my worldcup h bel 6 gd 2 qualified must lose alg 3 gd 1 must lose rus 1 gd 1 must win kor 1 gd 2 need 4 goooool rt *
14_3,1,*                                    finallyyyy adnan januzaj starts for belgium good luck bel                                    * * russia needs a win to advance if they score a goal korea has to beat belgium by 3 a 2 goal russia win would be perfect for them *
14_30,0,*            group h matches russia 1 0 algeria belgium 0 0 south korea russia goal at 6 by kokorin header worldcup2014            * * usmnt to play 1st place of group h which will be decided within 2 hours bel rus or alg on tues july 1 at 3pm central in salvador *
14_31,0,*     south korea and belgium even at 0 0 after 20 minutes kor 0 bel 0 worldcup2014 worldcup    * * watching belgium play i say usmnt has a pretty good chance in beating them on tuesday usa bel *
14_32,0,*             home and now watch belgium south korea but we are treu no matter wat happens tonight at the futbol game              * * with rus 1 0 up against alg in the other group h fixture status quo bodes well for kor as long as they win big against bel today *
14_33,0,* with the russia s goal making it 1 0 against algeria as it stands belgium wins group h and plays usa and russia advances to play germany * *    the mexico wave is almost 30 years old and it is time do do somthing new when the match is rubbish bel kor itvfootball itvworldcup    *
14_34,1,* i m following korea republic versus belgium in the fifa global stadium korbel worldcup joinin let s go belgium * *                     awful awful miss by dries mertens dreadful technique kor bel worldcup                      *
14_35,1,* the ball breaks to dries mertens on the edge of the six yard box but balloons it over the bar best chance for belgium so far kor 0 0 bel * *                              mertens misses an absolute sitter for bel my granny could have scored worldcup                              *
14_36,1,*        fifa worldcup 25 bel chance dries mertens in a beautiful position to score but his shot goes to waste too high korbel         * * belgium vs south korea and algeria vs russia world cup live updates it s do or die today for the united states at the 2014 world cup *
14_37,0,* usa could very realistically face algeria just needs a comeback win vs russia and to see south korea win minimally vs belgium * *                                 25 mertens misses right in front of goal kor 0 0 bel worldcup                                 *
14_38,1,*         south korea are playing not bad here still feel belgium haven t really lived up to the hype worldcup2014        * * mertens know how to miss a goal belgium should ve had 1 0 already aren t you lads even paying attention to the game smh *
14_39,1,* much prefer belgium being on the ball you don t get that godawful screaming let out every time south korea get the ball kor v bel * *                 cool i love how belgium s jerseys are customized for the game they are playing right now worldcup                 *
14_4,1,*  more football for you all imminently the final group games of the 2014 worldcup kor vs bel alg vs rus who ll qualify with belgium   * * the final two group stage matches are here us viewers belgium vs south korea on espn univisión algeria vs russia on espn2 galavision *
14_40,1,*                then a good save from courtious to keep south korea out and keep it level for belgium worldcup2014               * * ki unleashes a long range effort courtois pulls off a fantastic save then bel have to clear it off the line from the corner kor *
14_41,1,*        great save by courtois south korea are really running belgium through the ringer at the moment wolrdcup korvsbel kor bel        * * based on this belgium vs south korea game i would honestly say the usa has a solid shot of beating belgium their play is pretty sloppy *
14_42,0,*    belgium the supposed dark horse finding it tough against the team that eats dark horses for dinner in south korea worldcup bel kor   * * 30 minutes into the afternoon matches and the only goal has been scored by russia against algeria 1 0 russia korea vs belgium still 0 0 *
14_43,0,*                                       algeria russia is a better game than belgium south korea                                       * * i really could do with usa beating bel on tuesday bit concerned as belgium are contenders for the cup but a usa win would be welcome *
14_44,0,*    watching belgium face s korea i feel pretty good about usa match with belgium on 7 1 worldcup2014     * * if belgium keeps playing this bad usa is gonna steamroll them south korea shouldn t even be in this game *
14_45,1,*         loving how open these worldcup matches are fantastic energy and pace s korea v belgium being played at a superb tempo         * * belgium would be better 4 2 3 1 for me witzel and dembele in double pivot hazard de brunye and mirallas ahead of them fellaini up top *
14_46,1,* for south korea to advance russia algeria draw low scoring game south korea need to win over belgium three goals worldcup * *     don t know what gary wilmot is playing at leaving hazard on the bench when i ve got a bet on a belgium win bel kor    *
14_47,1,* wc2014 south korea 0 0 belgium januzaj brought down just outside the box free kick from an interesting spot * *               alg 0 rus 1 kor 0 bel 0 if result hold bel wins group rus advances as runner up               *
14_48,1,* if algeria can come back and win this game and south korea beats belgium s b squad the u s would play algeria  * * these belgium women fans are incredible top marks to the camera man for 1 finding them and 2 using slow motion *
14_49,1,* south korea are just trying to kick the shit out of belgium it s like watching an 11 a side game of tekken * *    belgium are an average team with average players don t play well together and are very overrated bel    *
14_5,1,*                  after tonight group h 1 belgium 7p 2 algeria 6p 3 south korea 2p 4 russia 1p grouph bel alg kor rus                  * * this time 2 years ago adnan januzaj was yet to play for mufc u21 team today he starts for belgium in the world cup well done lad mufc *
14_50,0,*   surprised south korea s number 16 is fit enough to play good that djokovic is fit enough to play in goal for belgium worldcup2014   * * followers to win a site www t1t us thebulliescancrymeariverliam korvsbel life of the party belgium george springer milano ann coulter *
14_51,1,* south korea belgium russia and algeria well done for being the most boring group in the world cup all of you pack your bags and get tae * *   as things stand now belgium will top the group and russia will advance as the second team setting up match ups with usa and germany   *
14_52,0,* 40 gone it s still 0 0 kor bel 1 0 rus over alg in the other game korea would need two goal win to advance if other score holds * *  with the players they have belgium should be an exciting team to watch in reality they re fucking dead until the last 10 mins  *
14_53,0,* i m following korea republic versus belgium in the fifa global stadium korbel worldcup joinin sin electricidad maduro csm hdp mal parido * *          has the wc had a more anonymous team than russia their gk made a big mistake played that terrible game vs belgium and           *
14_54,1,*        belgium down to 10 men defour has been red carded bel        * * 44 red card for steven defour kor 0 0 bel worldcup2014 livescorerhm *
14_55,1,*     red card bel steven defour is sent off and belgium is left with 10 men 0 0 45 1     * * wow that s woken the game up clear red card for defour awful challenge kor bel worldcup *
14_56,1,*       red card defour is sent off belgium down to 10 men tb kor bel worldcup2014 rtworldcup rtfootball rtsport realterryo        * * halftime algeria 0 1 russia algrus and south korea 0 0 belgium korbel belgium has red card will play with 10 for the second half *
14_57,1,*        half time kor 0 0 bel defour s red card the only highlight of this game as belgium have already qualified         * * half times algeria 0 1 russia belgium now down to ten men 0 0 south korea russia go through with belgium as things stand *
14_58,1,* ft in group h bel 0 0 sko defour red card will give belgium a tough 2nd half rus 1 0 alg kokorin with a good header for the goal * *                  it halftime and 10 man belgium and south korea are tied 0 0 kor 0 bel 0 worldcup2014 worldcup                   *
14_59,1,* hts south korea 0 0 belgium algeria 0 1 russia in group h tb kor bel alg rus worldcup2014 rtworldcup rtfootball rtsport realterryo * *          belgium will also play remainder of 2nd half with 10 men after a red card on defour usa rooting for south korea           *
14_6,1,* next worldcup games this evening kor v bel belgium to win under 2 5 btts no alg v rus algeria to win over 2 5 btts yes * *  south korea vs belgium russia vs algeria last group stage games of the 2014 world cup who to advance any predictions  *
14_60,1,*        fifa world cup 2014 group h match 3 half time south korea 0 0 belgium defour bel red card 45 korbel         * * ht bel 0 0 kor alg 0 1 rus till now its russia who will join belgium to the round of 16 grouph brazil2014 worldcup *
14_61,1,*         halftimes in group h kor 0 0 bel alg 0 1 rus as it stands belgium would win the group and russia would also advance         * * south korea v belgium is 0 0 but belgium had defour sent off kokorin s given russia a 1 0 lead v algeria algvsrus korvsbel worldcup *
14_62,1,*       half time in group h algeria losing 1 0 to russia and korea are holding 10 man belgium to a goalless draw at the break       * * algvsrus 0 1 korvsbel 0 0 as it stands rus joins bel but defour red card might b a game changer kor needs 2 win by 2 goals or more *
14_63,1,* meanwhile belgium down to 10 men south korea need to win by 2 goals to go through if algeria russia match stays at 1 0 * *         ht rus lead alg 1 0 bel and kor 0 0 as it stands round of 16 matchups bel vs usa ger vs rus surebet247         *
14_64,1,* if kor wins 2 0 currently playing up a man and rus wins 1 0 south korea goes through in 2nd place bel would still win group h * *                  worldcup standings group h after the first half 1 belgium 7 2 russia 4 3 algeria 3 4 korea 2                 *
14_65,1,*   ht kor 0 0 bel belgium want to lead the group but with a win but steven defour will not play the round of 16 match against usa  * * pfffft when are we gonna see the good belgium in action honestly the red card was deserved though hoping for a better second half *
14_66,1,*                  group h half time russia 1 0 algeria belgium 0 0 south korea worldcup2014                  * * red card bel s steven defour is sent off after a tough tackle on kim shinwook korbel worldcup korea belgium *
14_67,1,*        terrible tackle from defour straight red card kor 0 v 0 bel at half time alg 0 v 1 rus russia and belgium qualify so far        * * belgium and south korea locked 0 0 after 1st half belgium and south korea locked 0 0 after first half in final world cup group h match *
14_68,1,*               belgium south korea 0 0 at half belgium playing with 10 men steven defour red card in 45th on espn espn               * * belgium down a player for the second half of the match against south korea first time they ve been down a man since 1998 bel vs kor *
14_69,0,*   korea will pretty much have a 45 plus 1 6 stoppage power play for the whole second half after belgium dude gets a red card  * * if kor wins 2 0 currently playing up a man and rus wins 1 0 south korea goes through in 2nd place bel would still win group h *
14_7,1,* belgium vs south korea i m hoping for the belgians to click as a team and play sick in preparation for the game against the us worldcup2014 * *     this bel team will be eager to impress so i think they ll beat kor 2 1 alg will want to defend so i think they and rus will draw 0 0    *
14_70,1,* if russia wins 1 0 and korea can beat belgium 2 0 korea can advance to the next round not impossible with belgium down to 10 men * *        31 users and 31 tweets 22 rts in 6 minutes made south korea 0 0 belgium a trending topic in united kingdom trndnl         *
14_71,0,* login 948 followers www t1t us a wiggins vidcon korvsbel belgium ann coulter jersey shore happy21stbirthdayariana * *    russia vs algeria 1 0 and belgium vs south korea 0 0 still cannot believe the belgium player got a red card    *
14_72,0,*                 algeria come back to win and south korea beat 10 man belgium the us play algeria well then                 * * awful stamp by defour good header by russia look to have been two dour games watching belgium hope the second half is good *
14_73,1,* south korea and 10 man belgium underway in the second half kor 0 bel 0 worldcup2014 worldcup * *   2014fifaworldcup second half kickoff final matches group h 45 kor 0 0 bel 45 alg 0 1 rus   *
14_74,1,* fifa world cup group stage group h latest 2nd half algeria 0 1 russia south korea 0 0 belgium * *                  second half is underway kor 0 bel 0 alg 0 rus 1 worldcup2014                 *
14_75,0,*          second half under way kor 2 74 bel 3 9 draw 2 54 rus 1 337 alg 14 0 draw 5 3 will we see more goals or are russia safe          * * bet on south korea v belgium the bookies expect this match to end in a draw why not bet on both teams scoring for correct score 1 1 11 2 *
14_76,0,* straight red steven defour is sent off for belgium after hard tackle vs south korea belgium plays on with 10 men korvsbel * *           worldcup2014 rus lead alg 1 0 bel and kor 0 0 as it stands round of 16 matchups bel vs usa ger vs rus           *
14_77,0,* if russia algeria match finishes 1 0 and korea manage to defeat belgium 2 0 all the teams will have a goal difference of 0 worldcup2014 * *     switched games to watch algeria russia my advice switch to the belgium game five goal thriller second half is inevitable alg rus    *
14_78,1,*                     dembele gets a yellow card for belgium in the 49th minute bel 0 kor 0 worldcup2014 worldcup                     * * a belgian starter got a red card guess who s got a 97 chance of playing belgium in the round of 16 the freedom squad that s who usa *
14_79,0,*               belgium south korea 0 0 at half belgium playing with 10 men steven defour red card in 45th on espn               * * ive learn two things belgium does play some boring football here looking poor against korea and usa gonna wash them next round *
14_8,1,* well it s time for the stressful game between belgium and south korea sk obviously won t win but come on guys don t lose too horribly * *        thursday matches moments from now south korea vs belgium espn kmex la 34 algeria vs russia espn2 kftr la 46 worldcup2014       *
14_80,0,*             ok i ve had enough of this south korea v belgium game neither is playing football it s starting to piss me off             * * belgium have good individuals but they don t seem to gel can t see them going far quite underwhelmed by their last 2 games too bel kor *
14_81,0,*     belgium south korea 0 0 at half belgium playing with 10 men steven defour red card in 45th on espn espn      * * alg 0 1 rus 54 kor 0 0 bel 54 if results hold group h ends like this 1st bel will play usa 2nd rus will play ger *
14_82,0,* south korea are really knocking on the door against 10 man belgium despite needing a minor miracle in order to qualify bel 0 0 kor * *               i m following korea republic versus belgium in the fifa global stadium korbel worldcup joinin colombia               *
14_83,0,*              belgium south korea 0 0 at half belgium playing with 10 men steven defour red card in 45th on espn espn soccer             * * man while belgium has good players i don t think the us should be overawed it s win or go home time and the us will fancy their chances *
14_84,0,* bet on south korea v belgium the bookies expect this match to end in a draw why not bet on both teams scoring for correct score 1 1 13 2 * *     do you want new followers www naturalfollowers net belgium readysetroll a wiggins jersey shore ann coulter korvsbel watching atl     *
14_85,1,* goodness russia is beating algeria and belgium is playing with only ten men these late games are interestingly messy worldcup2014 * *                     world cup is anybody s belgium massive team on paper and held to 0 0 by south korea random                    *
14_86,0,*         usa plays bel in round of 16 unless belgium loses and algeria wins then u s would face alg worldcup          * * ki syungyueng takes a good shot from distance but it was always rising and misses high korea republic belgium 53 0 0 *
14_87,1,* double substitution for belgium adnan januzaj and dries mertens are off replaced by nacer chadli and divock origi 59 * *       man south korea is struggling to score belgium looking like they are playing with a full squad worldcup        *
14_88,1,* worldcup group h as it stands belgium 7 gd 2 qualified algeria 4 gd 1 russia 2 gd 1 south korea 1 gd 2 ssfootball * *               alg ties it 1 1 with rus as it stands bel wins group h plays usa and algeria advances               *
14_89,1,*                      fifa world cup group stage group h latest 2nd half algeria 1 1 russia south korea 0 0 belgium                       * * oh man algeria is tied up belgium is also tied bit playing with 10 men if alg wins and bel lose then we play algeria and we d be favored *
14_9,1,*                  it s time to watch korea republic kor vs belgium bel algeria alg vs russia rus wcbrazil14                   * * another world cup match not supporting either south korea or belgium just watching kor bel itvworldcup worldcup worldcup2014 *
14_90,1,* worldcup group h as it stands belgium 7 gd 2 qualified algeria 4 gd 1 russia 2 gd 1 south korea 1 gd 2 * *              watching the belgium vs korea game to see if belgium plays usa worldcup2014               *
14_91,1,* worldcup group h as it stands belgium 7 gd 2 qualified algeria 4 gd 1 russia 2 gd 1 south korea 1 gd 2 * *    big goal for algeria plenty of twists left in this group what a worldcup bel 0 kor 0 rus 1 alg 1    *
14_92,1,* only a matter of time before south korea score and blow my accumulator to pieces c mon belgium bel kor grouph worldcup2014 ladbrokes * *  if i m reading this correctly 1 more algeria goal a belgium draw means algeria win group e that d be quite the capper alg rus bel   *
14_93,1,*           worldcup group h as it stands belgium 7 gd 2 qualified algeria 4 gd 1 russia 2 gd 1 south korea 1 gd 2 ssfootball           * * i m 100 fine playing belgium they haven t impressed all wc and they sure don t look tough today might be 3rd best team we have played *
14_94,0,* bet on south korea v belgium the bookies expect this match to end in a draw why not bet on both teams scoring for correct score 1 1 17 2 * *  usa fans need to be pulling hard for algeria they win game they win group and we play them instead of belgium would be much preferred   *
14_95,0,*           hope our national team are watching south korea v belgium how a world cup game should be played end to end we are            * * algeri need the win to move level with belgium on points 1 0 would tie on gd assuming belgium doesn t score algeria has more goals for *
14_96,0,* worldcup group h as it stands belgium 7 gd 2 qualified algeria 4 gd 1 russia 2 gd 1 south korea 1 gd 2 ssfootball * *     if algeria can squeeze out a win and belgium playing with 10 men lose usmnt will play group winner algeria    *
14_97,1,*      this belgium vs south korea game has been so boring to watch funny to listen to the commentators try say the players names tho      * * bet on south korea v belgium the bookies expect this match to end in a draw why not bet on both teams scoring for correct score 1 1 10 1 *
14_98,0,*          worldcup group h as it stands belgium 7 gd 2 qualified algeria 4 gd 1 russia 2 gd 1 south korea 1 gd 2          * * if these scores hold it s usa belgium and germany algeria in order for algeria to win the group they need a win bel loss *
14_99,0,*         i m following korea republic versus belgium in the fifa global stadium korbel worldcup joinin win belgium win          * * if alg beat rus and kor upset currently 10 man bel usa would face alg instead of bel that s a good thing both games 20min left *
