ID,EventType,Content
1_121,1,* oscar scores lone goal for brazil germany wins game 7 1 and goes to fifaworldcup finals in brazil2014 bravsger * *              congrats to germany brazil you guys are doing a good job brazilvsgermany bra 1 7 ger              *
1_122,0,* germany scores most goals in a world cup semifinal in 7 1 rout of brazil germany reaches 8th worldcup final * *            well brazil u had a good run but it s time for someone else to win great game germany            *
1_123,1,* at a point in time the dutch were using the brazil team as a practice game for their final match germany 7 1 brazil brazil2014 worldcup * *   feel sooo sorry for brazil wanna go to bed cry nd die oscar s cryin soo sad kk argentina u have to win da cup i cant forgive germany  *
1_124,0,*   ft bra 1 7 ger ruthless germany book their worldcup final spot after an unforgettable win in brazil bravsger brazil2014 wct    * * take a bow germany absolutely stunning takes some team to score 7 in a world cup semi final no matter how bad brazil are ballers *
1_125,1,*      7 1 game set match to germany this is not a davis cup score germans played like war machine n massacred brazil fifaworldcup      * * my mexico team is out that s fine but i never wanted brazil or argentina to win the cup thank you germany you played well bravo bravo *
1_126,0,*       it s a very wonderful game from germany it s first time win 7 goal in world cup semi final congrats ft bra 1 7 ger      * * bravsger spain 0 5 netherlands brazil 1 7 germany saudi arabia 0 8 germany great teams always lose big score in the world cup *
1_127,1,* paul heyman voice my client germany beat brazil 7 1 in the world cup semi final in brazil brazilvsgermany worldcup * *          full time brazil germany 1 7 bra ger alves stayed on the bench the whole game neymar is injured           *
1_128,0,* oh my god how are those germans playing its okay brazil your good too congratz germany who are through to the wold cup final 7 1 * *                   fucking mental unbelievable game feeling bad for brazil but germany deserved the win though                    *
1_129,0,* i wish this game had been the world cup final absolutely bizarro world football well played germany commiserations brazil 7 1 just wow * *            congrats germany you played well brazil better luck next time hopefully you ll win in 2018 i love you always bra            *
1_13,0,* brazil and germany are playing in the worldcup one team will win and be happy and the other team will lose and be sad brazilvsgermany * *                 game on my money is on ger to beat bra i love brazil though but today i m all for germany worldcup2014                *
1_14,0,*   gonna watch a great game of football let the best side wins bravsger watching brazil vs germany   * * fifa world cup 1st semi final brazil v s germany 1st half time 4 min bra 0 0 ger brager fifa joinin *
1_15,0,* thinking that if brazil beat germany without neymar or silva in the semi this evening they will win the final whoever they end up playing * *                                  i like both bra ger but hopefully brazil will win bravsger worldcup2014                                  *
1_16,0,*                     watching germany vs brazil hopefully germany win for this game gerbra brager semifinal final                     * * good luck brazil sending positive thoughts to the bra team beat ger hoping for a brazil holland final bravsger worldcup worldcup2014 *
1_17,0,* germany s got this brazil needs to play really well if they re gonna win considering they don t have neymar or silva * *          semi final 1 come on germany want to see brazil out brazil2014 worldcup2014 brazilvgermany bra ger          *
1_18,0,* oh man this is going to be one tough ass game i can t wait to see who wins i m going for germany but brazil is still real good * * glad david luiz is the captain if anyone can do silva s job well today it s david luiz brazilvsgermany brazil germany bra ger  *
1_19,0,*                 watching the game want germany to win sorry brazil supporters worldcup                * * brazil vs germany so excited for this match i hope it s a great one d go deutschland bra ger worldcup *
1_2,0,* its going to be a tough match but brazil need 2 win germany they owe it 2 neymar jr 4 bringing the team dis far * *                    watching live brazil vs germany 2014 fifa world cup semi final bra vs ger                    *
1_20,0,* i think the winner of this game brazilvsgermany wins the worldcup worldcup2014 brazil germany * *                         1 0 to germany thomas muller bra ger worldcup                         *
1_21,1,* goal thomas mueller scores in the 11th minute to put germany up 1 0 versus brazil bra ger * *         goal germany take the lead through thomas muller worldcup2014 bra 0 1 ger         *
1_22,1,*          muller gives germany an early 1 0 lead over brazil bra 0 1 ger worldcup2014           * * germany scores first goal even though brazil has home advantage score is 1 0 gervsbra worldcup *
1_23,1,*            ger scores first off the corner poor marking by bra leads to the muller goal 1 0 germany early worldcup            * * i don t want brazil nor germany to win this game because they re both good ad if we win tomorrow we have to play against them *
1_24,1,*        brazil vs germany goal thomas muller germany scores match minute 11 bra 0 1 ger worldcup        * * germany playing more attacking than usual they re going for the win brazil 0 1 germany brazilvsgermany *
1_25,0,* i hope brazil lose this because they ve been shit in every game but i also don t want germany to win because they re german * *                       thomas muller scored it germany 1 0 brazil first half 2014 fifa world cup brazil                      *
1_26,0,* to get back into the game brazil are going to want to score a goal to win probably 2 or at least one more than germany bra ger fifa * *      brazil look a very average side without silva and neymar germany look solid muller played poorly but got the goal bravsger     *
1_27,1,* omg watching the match germany is winning brazil 1 0 fml shit shit shit noooooooooooooooo brazil pleaseeeeeee do something for neymar 3 * *  brazil bra 0 1 germany ger goooaaalll muller puts the germans a head with his 5th of the tournement they ll take control now bravsger  *
1_28,0,* don t you just feel like fifa is going to create some bullshit so brazil can win bra sorry germany ger bravsger worldcup * *               worldcup2014 germany 1 brazil 0 thomas muller world cup matches 10 world cup goals 10 age 24               *
1_29,0,*                       i want germany to win but i don t want brazil to lose in the semi final ger bra                        * * my teams are playing each other i am conflicted so ill just root for a great game go brazil go germany worldcup worldcup2014 *
1_3,0,* pulling for germany to win against brazil today two great teams going at it in the first semi final world cup match let s go worldcup * * my gut feeling brazilvsgermany fifaworldcup match would end as ger 4 bra 1 hope m proved wrong for brazil fans right for germany fans *
1_30,0,*             despite the early goal by germany brazil to win by bra 3 2 ger worldcup2014 worldcup             * * fifa world cup 1st semi final brazil v s germany 1st half gooalll time 20 min bra 0 1 ger brager fifa joinin *
1_31,0,*        i wanna see klose s goal worldcup worldcup2014 worldcup2014brazil brasil2014 brazilvsgermany brazil germany bravsger ger bra        * * every time i say i want a team to win a match in the world cup the other team scores i said i wanted brazil to win and then germany scored *
1_32,1,*    fifa worldcup 23 goal klose ger gets in the scoresheet to extend the lead of germany 2 0 over brazil brager    * * what if germany beats brazil and klose scores and beats the ronaldo s goal record that would be a huge german win *
1_33,1,* miroslav klose record world cup goal scorer of all time wow brazil 0 2 germany bbcworldcup worldcup2014 bravsger klose * *                         klose ger leads bra 2 0 a record 16 worldcup goals for the german wow                          *
1_34,1,*                    holy fucking shit 3 0 germany is kicking brazil s ass 24 minutes in wow ger gervsbra                    * * yes klose my all time favourite german player is now the record worldcup goal scorer bra 0 2 ger looks like brazil are out *
1_35,1,*          germany again goal again toni kroos oh my fucking god germany 3 0 brazil          * * brazil are gettin raped 4 0 inside 25 mins germany are just too good worldcup2014 worldcup *
1_36,0,* are you kidding me germany 3 goals in 2 mins 4 0 ger going to be ugly tonight in brazil worldcup * *       holy shit 25 minutes into this game and germany has scored 4 goals what s up brazil        *
1_37,1,*   not watching the game but my phone alerts tell me germany is up 4 0 3 goals in 2 minutes brazil is deflated game over    * * 1st semi final germany v brazil time 27 minutes ger 4 two back to back g0als for kr0os bra 0 gervbra fifaworldcup worldcup *
1_38,1,* germany wasting no time 4 0 25 min in it s looking like a long match for brazil only 1 team so far scored against germany in worldcup2014 * *     well this game is ov lol not even fun to watch ha i didn t really care to much but wanted brazil to win since germany beat france     *
1_39,1,* for a min i thought i was watching the highlights germany 5 brazil 0 30 mins into the game brazilvsgermany worldcup worldcup2014 * *               germany humiliating brazil now not even giving us enough time to tweet in between goals bra 0 4 ger                *
1_4,1,* brazil v germany is hopefully going to be the most exciting match so far ger bra both amazing teams but i want to win * *                            game time brazil bra vs germany ger brazilvsgermany worldcup2014                           *
1_40,1,*   khedira scores 5th goal is this a school match going on baaapre 0_o germany 5 0 brazil 29 minutes fifaworldcup   * * wow what am i watching brazil 0 5 germany semi final of the world cup in your home country awkward silence bra ger *
1_41,1,*                damn 5 goals already looks like brazil need tim howard lol usa lost 1 0 to germany wtf is going on lol                * * to win brazil needs to score 6 goals in the next 60 minutes of the game and that too with germany not scoring anything more worldcup *
1_42,1,* turned on the brazil v germany world cup game i don t usually watch like soccer but 5 0 ger after 28 min is crazy * *         in under 30 minutes the score is brazil 0 germany 5 is this real life brazilvsgermany worldcup2014        *
1_43,1,*      ger bra fifa 5 0 germany is embarrassing brazil at home they need to stop the game and germany moves to the final worldcup     * * i feel so proud studying german for my lc 0 5 to germany against brazil in the world cup 4 goals in 6 minutes jesus germanyvsbrazil *
1_44,1,*                   germany up 5 0 against brazil scored 4 goals in a matter of minutes crazy game brazilvsgermany                   * * i knew brazil were not going to win today without neymar as germany has an extremely strong team but seriously germany scoring 5 o *
1_45,1,*                   1st semi final brazil vs germany time 35 00 1st half score brazil 0 german 5 fifaworldcup2014                    * * did the brazil coach put in the u15 team to play germany in this game brazils making the heat look good what is happening epicfail *
1_46,1,*  34 minutes played and germany are beating brazil 5 0 i was not expecting them to have been winning by that much already brazilvsgermany   * * wait i should stop laughing brazil if u lose this game holland will have to play against germany i dont want that so score 6 goals already *
1_47,1,*                        portugal lost 4 0 in a full game to germany germany scoring 5 goals on brazil in 30 minutes                         * * don t tell me that neymar and silva would have prevented brazil from losing maybe not as bad but germany is just out playing sorrynotsorry *
1_48,1,* bravsger 5 0 in the first 30 minutes wow as much as i love germany s team hope brazil scores a goal or 2 to avoid such humiliation * *           this game is literally as if i was playing fifa with brazil as my team and germany as the npc brazilvsgermany            *
1_49,1,* brazil we will win the world cup germany 5 goals brazil i came out to have a good time and honestly i m feeling so attacked right now * *  germany 5 0 germany vs brazil 36minutes into game before half time wow what an unexpected response from brazill 2percent possession  *
1_5,1,* when germany wins today all the brazil fan are going to be like oh its because neymar and silva aren t playing big babies * *       ger might take it but i want bra to win the world cup we ll see brazil will play better in this game worldcup       *
1_50,0,*       there has been like what 30 minutes of the game and germany has already scored 5 goals on brazil what is going on       * * germany could stop playing and brazil still wouldn t win brazil is a mighty average team germany brazilvsgermany worldcup2014 *
1_51,0,*          this soccer game is going to lead to riots in the streets of brazil 0 5 germany at the 40 min mark ger bra worldcup           * * lol tbh i knew and wanted germany to win the world cup but seeing neymar down makes me feel bad and wanna cheer for brazil but oh well *
1_52,0,* bravsger what the fudge what s happening 5 0 and not even half time i m still cheering for germany but i feel bad for brazil * *                         final score will be brazil 1 8 germany brazilvsgermany worldcup2014 bra ger                          *
1_53,0,*              i m gunna go play the world cup game on my xbox and make brazil win against germany 5 0 to make me feel better             * * breaking news germany will be recruiting fans from the stadium to score goals on brazil in the second half brazilvsgermany worldcup2014 *
1_54,0,*          germany score 5 goals under first 30 mins against brazil and last 4 goals is happened within 6 minutes dang          * * got home and turned on the germany brazil game thinking i wouldn t have missed much 5 0 before half time i was wrong worldcup *
1_55,0,*                      germany scores 4 goal in 6 minutes against brazil in world cup semi finals world record                       * * this brazil germany game is retarded i thought it was gunna be good clearly 5 0 sweep so far seems pretty easy for them nazi fucks *
1_56,1,*        ist semi final fifa world cup 2014 germany vs brazil ger 5 bra 0 ist half complete fifaworldcup         * * 5 goals in 30 minutes against brazil germany truly deserves this game brazilvsgermany germanyvsbrazil worldcup *
1_57,1,* half time bra 0 5 ger five german goals in 18 first half minutes has stunned brazil and given germany the well deserved lead * *         watching a rugby semi final game between brazil and germany being played in belo horizante worldcup2014 sad          *
1_58,1,*                         bra 0 5 ger half time in semis 3 germany rapped brazil                        * * ht germany 5 0 brazil the germans incredibly score five goals game over bravsger ger ger worldcup2014 *
1_59,1,*                                 leh goal post 1st half bra 0 5 ger watching brazil vs germany                                  * * bra 0 5 ger half time brazil already you ve lost the game but please score at least a goal don t end it with 0 brazilvsgermany *
1_6,1,* love the brazil team holding up neymar s jersey during national anthem let s win it for him bra brager * *            finally the game just started germany vs brazil good luck germany ger bra gerbra            *
1_60,1,*                                   fifa worldcup semi final half time score brazil 0 5 germany                                    * * dont even say that brazil is only losing bc neymar and silva arent playing we all know damn well that germany is an amazing team *
1_61,1,* germany will come out at half time with a new formation 11 0 0 however if i was a brazil fan i would be singing we re gonna win 6 5 * *        let s be honest 5 0 score line reflects bad play from brazil rather than good play from germany brazilvsgermany semis        *
1_62,0,*               omg i think i m playing a football game in my laptop still it half time germany 5 0 brazil               * * we hope germany score 5 more goals in honour of brazil s injured number 10 neymar football is all about respect mate p *
1_63,0,* first half brazil 0 5 germany germany scored 4 goals in six minutes what an epic match i wasn t dreaming was i hmm worldcup * *          don t see the point of playing after half time we all know who s going to win worldcup2014 germany brazil          *
1_64,1,*    knew germany were gonna stuff brazil but i meant in terms of possession and play fuck me 5 0 at half time onemanteam    * * ger in 25 min score 5 goals win the match and go to the final klose broke the brazilian ronaldo record in brazil vs brazil *
1_65,0,* ht brazil 0 5 germany germany score four goals in 6mins kroos scores twice khedira klose and muller worldcup brazilvsgermany brager * *             germany isnt too good brazil is just playing bad so it doesnt mean they ll win the damn world cup chill down            *
1_66,1,*                                      world cup semi half time score germany 5 brazil 0 what a joke                                      * * worldcup germany coach joachim low said brazil is not weak without neymar and thiago silva prove him right at least score a goal or two *
1_67,0,* this one time at worldcup germany scored 5 goals in 29 minutes and all of brazil lost their collective minds also they cried gervsbra * *    this game can easily get worse brazil already played dejected playing w o their best 2 players and now they re down 5 0 at half    *
1_68,0,*        germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0       * * that awkward moment when sharon from eastenders plays better football than brazil brazilvsgermany bravsger worldcup *
1_69,1,*         espn germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0          * * brazil might bring sharon on in the second half lol brilliant gary worldcup2014 that eastenders footy thing weren t half bad *
1_7,1,*  you got to love the fact that all the kids were singing the national anthem of brasil with feeling bra v ger just for that brazil win  * * looking forward to an awesome worldcup semi final i favor germany to win but hoping brazil does lovely to c neymar jersey with the guys *
1_70,0,* maybe i expected for germany to win but not that it s going to be 5 0 in first half brazil what is going on mundialbrasil2014 * *                          i was alive when germany scored 1 2 3 4 5 goals in 28 minutes against brazil                         *
1_71,1,* espn germany becomes 1st team to score 5 goals in 1st 29 minutes of worldcup game leads brazil at half 5 0 soccer * *    i bet 10 that germany was going to win by 2 goals exactly 2 goals 6 1 odds i go for germany but brazil c mon   *
1_72,1,*                 espn germany becomes 1st team to score 5 goals in 1st 29 minutes of worldcup game leads brazil at half 5 0                 * * you can bet live on the 2nd half bra ger brazil to win the 2nd half is 7 4 second half to be a draw is 6 4 germany to win the 2nd half 7 4 *
1_73,0,*                            what a game germany just woke up and u win 5 0 of brazil ger bra worldcup2014                             * * plot twist neymar suits up for 2nd half scores 13 goals and surpasses klose as all time leading scorer brazil wins 13 5 josh wins 15 *
1_74,1,*      prior to today no team had ever conceded 5 goals at half time in a world cup semi final catastrophe brazil 0 5 germany      * * tony kroos is the first player to score at least 2 goals and 1 assist vs brazil in the same game in world cup history bra vs ger *
1_75,0,*     germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0    * * this final 45 is just gonna be brazil flopping on every single play isn t it good thing neymar is not playing *
1_76,0,*        espn germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0 remind you of the        * * my timeline is pissing me off you all were hoping on brazil s dick when neymar was playing now they re losing you re suddenly a germany fan *
1_77,0,*      fifa world cup 1st semi final brazil v s germany 2nd half time 50 min bra 0 5 ger brager fifa joinin      * * wonder if germany decided how many goals they were going to let brazil score in the second half i m guessing 2 *
1_78,0,*                   i hear brazil scored 6 goals agst germany s 5 in the second half weza                   * * ist semi final fifa world cup 2014 germany vs brazil ger 5 bra 0 2n half 52 minutes complete fifaworldcup *
1_79,1,* close oscar nearly puts away a consolation goal but neuer makes a smart save brazil improved or germany kroosing bra 0 5 ger * *     brazil is playing much better in this half but germany isn t going to let them score for shit or at least that easy      *
1_8,1,* brazil vs germany gonna be great game would ve been better if neymar played tho but time for brazil to win it all gobrazil brazilvsgermany * *       brazil are without their two best players in neymar and thiago silva so germany will fancy their chances bra 0 2 ger worldcup        *
1_80,0,* i understand you re winning by 5 and your goal keeper is probably hella bored but i d rather brazil not score please germany worldcup2014 * *                       brazil couldn t play like this in the first half could be 5 4 by now except for neuer bra ger                       *
1_81,0,* i suppose if a team other than germany can score 5 6 goals in a half it s brazil but i seriously doubt it it ll be 7 3 at ft worldcup2014 * *                  neuer cannot be beaten easily world s best keeper brazilvsgermany bra ger worldcup brazil germany brager                 *
1_82,1,* germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0 * *        we ll win the world cup for neymar they said worldcup2014 brazilvsgermany brazil germany        *
1_83,0,*     holy shit that s an embarrassing score 0 5 first half brazil without neymar simply just sucks knew germany would take it nomercy     * * striker miroslav klose scores his record breaking 16th world cup goal to put germany 2 0 up against brazil in their world cup semi final *
1_84,0,* so it s brazil 0 5 germany how peak they scored 4 goals in 6 minutes only in the first half loooool second half gonna be good * *                   at last a team is playing attacking football germany 5 brazil 0 buck up germany great game                  *
1_85,0,* watching germany score those 5 almost consecutive goals was very painful i don t have a favourite team but anyone would ve felt for brazil * *     watch germany massacre brazil tonight and lose 1 0 in the last minute of extra time in the final bravsger worldcup2014 ssfootball      *
1_86,0,*            brazil had never trailed by 4 goals in any world cup match before facing a 5 0 deficit vs germany via sportscenter            * * had brazilian finishing been as good as germany s they would have scored about 3 in second half or german defense as bad as brazil today *
1_87,0,* not only does germany have a 5 0 lead over brazil but german player klose takes the title of most world cup goals away from brazil s ronaldo * *         although i m supporting germany i don t want the game to turn out this way so c mon brazil you need to score brazilvsgermany         *
1_88,0,* the score is actually 5 5 germany has 5 goals brazil has 5 dives in the box brager brazilvsgermany * *           unbelievable worldcup update germany ger is beating brazil bra 5 0 at halftime           *
1_89,0,* fifa world cup 1st semi final brazil v s germany 2nd half time 63 min bra 0 5 ger brager fifa joinin * *             brazil should of started playing like this after germany scored 2 goals lol              *
1_9,1,* the world cup game brazil vs germany is beginning i hope brazil can win and do this for neymar who dream was to play in the finale * *                brazil vs germany kick off lets go big game semi final gonna be a great game bra vs ger cmon brazil                 *
1_90,0,*                      first half germany scored 5 0 against bra that s the same number of world cup won by brazil                       * * i m supporting germany in the fifa global stadium brager lol obvious beat down going on right now someone call the game off for brazil *
1_91,0,* germany scores 5 goals brazil brazil brazil i came out to have a good time and i m honestly feeling so attacked right now neymar ó no * *                         who had germany winning 5 0 at half time odds 500 1 brager brazil brazilnuts worldcup                         *
1_92,0,* germany leads brazil 5 0 at halftime at world cup yahoo sports germany scored five goals in the opening 30 minutes including a re * *   oh god could u imagine if brazil had to play argentina in the 3rd place game it d get awfully messi between those 2 countries   *
1_93,0,*                i can t believe how bad brazil is getting beat germany came to play today score is 5 0 germany 2014worldcup                * * the way the game is going on in second half of world cup semi final between germany and brazil brazil is unlikely to salvage any prestige *
1_94,0,* i feel bad for brazil team they dont have neymar and they got slayed 5 0 by germany infront of their citizen like it must be sad * *             goool germany scores in the 69th minute partial score brazil 0 6 germany worldcup goal count 165 brager              *
1_95,1,*     dancing on brazil s grave germany score their 6th goal 6 0 ger    * * 0 6 nice muller germany is on a roll brager bra ger worldcup bravsger *
1_96,1,* goallllllll muller with 2nd of the night thats 11th goal for muller in worldcup brazil 0 6 germany brazilvsgermany * *   bra 0 6 ger just when you think germany have stopped scoring haha football is great when s it s played simple    *
1_97,1,*                 finally germany has spelt brazil with a 6 0 scores dats amazing worldcup bravsger loving this game                 * * andre schurrle gets into the act as he scores germany s sixth goal brazilian defence carved open again bra 0 ger 6 in the 70th min *
1_98,1,* hahaha its 6th goal scored by schurrle lol germany lead by 6 0 ripbrazil worldcup fifa14 watching brazil vs germany * *                    brazil fans gonna boo tf out of germany when they play in the world cup final                    *
1_99,1,* brazil went nearly 40 minutes without allowing a goal germany up big 6 0 brazilvsgermany worldcup2014 * *   i am happy germany is winning but i feel so bad for brazil fans right now bc this game is painful   *
