Timestamp,Content
65,*    knew germany were gonna stuff brazil but i meant in terms of possession and play fuck me 5 0 at half time onemanteam    * * ger in 25 min score 5 goals win the match and go to the final klose broke the brazilian ronaldo record in brazil vs brazil *
66,* ht brazil 0 5 germany germany score four goals in 6mins kroos scores twice khedira klose and muller worldcup brazilvsgermany brager * *             germany isnt too good brazil is just playing bad so it doesnt mean they ll win the damn world cup chill down            *
67,*                                      world cup semi half time score germany 5 brazil 0 what a joke                                      * * worldcup germany coach joachim low said brazil is not weak without neymar and thiago silva prove him right at least score a goal or two *
68,* this one time at worldcup germany scored 5 goals in 29 minutes and all of brazil lost their collective minds also they cried gervsbra * *    this game can easily get worse brazil already played dejected playing w o their best 2 players and now they re down 5 0 at half    *
69,*        germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0       * * that awkward moment when sharon from eastenders plays better football than brazil brazilvsgermany bravsger worldcup *
70,*         espn germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0          * * brazil might bring sharon on in the second half lol brilliant gary worldcup2014 that eastenders footy thing weren t half bad *
71,* maybe i expected for germany to win but not that it s going to be 5 0 in first half brazil what is going on mundialbrasil2014 * *                          i was alive when germany scored 1 2 3 4 5 goals in 28 minutes against brazil                         *
72,* espn germany becomes 1st team to score 5 goals in 1st 29 minutes of worldcup game leads brazil at half 5 0 soccer * *    i bet 10 that germany was going to win by 2 goals exactly 2 goals 6 1 odds i go for germany but brazil c mon   *
73,*                 espn germany becomes 1st team to score 5 goals in 1st 29 minutes of worldcup game leads brazil at half 5 0                 * * you can bet live on the 2nd half bra ger brazil to win the 2nd half is 7 4 second half to be a draw is 6 4 germany to win the 2nd half 7 4 *
74,*                            what a game germany just woke up and u win 5 0 of brazil ger bra worldcup2014                             * * plot twist neymar suits up for 2nd half scores 13 goals and surpasses klose as all time leading scorer brazil wins 13 5 josh wins 15 *
75,*      prior to today no team had ever conceded 5 goals at half time in a world cup semi final catastrophe brazil 0 5 germany      * * tony kroos is the first player to score at least 2 goals and 1 assist vs brazil in the same game in world cup history bra vs ger *
76,*     germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0    * * this final 45 is just gonna be brazil flopping on every single play isn t it good thing neymar is not playing *
77,*        espn germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0 remind you of the        * * my timeline is pissing me off you all were hoping on brazil s dick when neymar was playing now they re losing you re suddenly a germany fan *
78,*      fifa world cup 1st semi final brazil v s germany 2nd half time 50 min bra 0 5 ger brager fifa joinin      * * wonder if germany decided how many goals they were going to let brazil score in the second half i m guessing 2 *
79,*                   i hear brazil scored 6 goals agst germany s 5 in the second half weza                   * * ist semi final fifa world cup 2014 germany vs brazil ger 5 bra 0 2n half 52 minutes complete fifaworldcup *
80,* close oscar nearly puts away a consolation goal but neuer makes a smart save brazil improved or germany kroosing bra 0 5 ger * *     brazil is playing much better in this half but germany isn t going to let them score for shit or at least that easy      *
81,* i understand you re winning by 5 and your goal keeper is probably hella bored but i d rather brazil not score please germany worldcup2014 * *                       brazil couldn t play like this in the first half could be 5 4 by now except for neuer bra ger                       *
82,* i suppose if a team other than germany can score 5 6 goals in a half it s brazil but i seriously doubt it it ll be 7 3 at ft worldcup2014 * *                  neuer cannot be beaten easily world s best keeper brazilvsgermany bra ger worldcup brazil germany brager                 *
83,* germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0 * *        we ll win the world cup for neymar they said worldcup2014 brazilvsgermany brazil germany        *
84,*     holy shit that s an embarrassing score 0 5 first half brazil without neymar simply just sucks knew germany would take it nomercy     * * striker miroslav klose scores his record breaking 16th world cup goal to put germany 2 0 up against brazil in their world cup semi final *
85,* so it s brazil 0 5 germany how peak they scored 4 goals in 6 minutes only in the first half loooool second half gonna be good * *                   at last a team is playing attacking football germany 5 brazil 0 buck up germany great game                  *
86,* watching germany score those 5 almost consecutive goals was very painful i don t have a favourite team but anyone would ve felt for brazil * *     watch germany massacre brazil tonight and lose 1 0 in the last minute of extra time in the final bravsger worldcup2014 ssfootball      *
87,*            brazil had never trailed by 4 goals in any world cup match before facing a 5 0 deficit vs germany via sportscenter            * * had brazilian finishing been as good as germany s they would have scored about 3 in second half or german defense as bad as brazil today *
88,* not only does germany have a 5 0 lead over brazil but german player klose takes the title of most world cup goals away from brazil s ronaldo * *         although i m supporting germany i don t want the game to turn out this way so c mon brazil you need to score brazilvsgermany         *
89,* the score is actually 5 5 germany has 5 goals brazil has 5 dives in the box brager brazilvsgermany * *           unbelievable worldcup update germany ger is beating brazil bra 5 0 at halftime           *
90,* fifa world cup 1st semi final brazil v s germany 2nd half time 63 min bra 0 5 ger brager fifa joinin * *             brazil should of started playing like this after germany scored 2 goals lol              *
91,*                      first half germany scored 5 0 against bra that s the same number of world cup won by brazil                       * * i m supporting germany in the fifa global stadium brager lol obvious beat down going on right now someone call the game off for brazil *
92,* germany scores 5 goals brazil brazil brazil i came out to have a good time and i m honestly feeling so attacked right now neymar ó no * *                         who had germany winning 5 0 at half time odds 500 1 brager brazil brazilnuts worldcup                         *
93,* germany leads brazil 5 0 at halftime at world cup yahoo sports germany scored five goals in the opening 30 minutes including a re * *   oh god could u imagine if brazil had to play argentina in the 3rd place game it d get awfully messi between those 2 countries   *
94,*                i can t believe how bad brazil is getting beat germany came to play today score is 5 0 germany 2014worldcup                * * the way the game is going on in second half of world cup semi final between germany and brazil brazil is unlikely to salvage any prestige *
95,* i feel bad for brazil team they dont have neymar and they got slayed 5 0 by germany infront of their citizen like it must be sad * *             goool germany scores in the 69th minute partial score brazil 0 6 germany worldcup goal count 165 brager              *
96,*     dancing on brazil s grave germany score their 6th goal 6 0 ger    * * 0 6 nice muller germany is on a roll brager bra ger worldcup bravsger *
97,* goallllllll muller with 2nd of the night thats 11th goal for muller in worldcup brazil 0 6 germany brazilvsgermany * *   bra 0 6 ger just when you think germany have stopped scoring haha football is great when s it s played simple    *
98,*                 finally germany has spelt brazil with a 6 0 scores dats amazing worldcup bravsger loving this game                 * * andre schurrle gets into the act as he scores germany s sixth goal brazilian defence carved open again bra 0 ger 6 in the 70th min *
99,* hahaha its 6th goal scored by schurrle lol germany lead by 6 0 ripbrazil worldcup fifa14 watching brazil vs germany * *                    brazil fans gonna boo tf out of germany when they play in the world cup final                    *
100,* brazil went nearly 40 minutes without allowing a goal germany up big 6 0 brazilvsgermany worldcup2014 * *   i am happy germany is winning but i feel so bad for brazil fans right now bc this game is painful   *
101,*               bra 0 6 ger 74 germany is the first team to score six goals vs brazil in world cup history               * * i had germany to win this game for sure strong team playing brazil w o neymar just didn t expect it to be this bad lol *
102,*     alg bra alg 1 2 ger in 120 min germany scores five goals in first 30 minutes to stun brazil ger 6 0 bra     * * a lot of brazil fans thought they d win their 6th worldcup instead they ve conceded 6 goals to germany bravsger *
103,*                                finally this germany team spell brazil with goals fifa world cup 2014 6 0                                * * it s not even a fun game to watch it s like i know germany will win but i m so sad for brazil i just feel so bad for them i m gonna cry *
104,*     germany scored as many goals in 30 minutes against brazil than england have in their last 6 world cup games ger eng      * * idk what s more sad spain being the first team to leave the cup this year or brazil losing 6 0 to germany in the semi finals *
105,* brazil vs germany score 0 6 is reminding me of our mini world cup at i day thisb year at camp lago del bosce against lac du bois 0 7 * *                        just to recap you re watching brazil s worst defeat in 94 years worldcup2014 bravsger                         *
106,* 7 0 germany american football score the german up 1 touchdown and the extra point worst game for brazil ever * *                                    goal germany 7 0 wow bra ger worldcup                                     *
107,* 7th goal omg what happened to brazil so bad no more comment brazil 0 germany 7 feeling shocked * *         brazil is playing like virgins they just can t score ger 7 0 bra worldcup2014          *
108,*                      brazil vs germany goal andre schurrle germany scores match minute 79 bra 0 7 ger worldcup                      * * bra 0 7 ger worldcup2014 bravsger brazil to concede it s worst world cup defeat ever 10 min more to end this horror show by germany *
109,* bra 0 7 ger ohmygod how can deutschland lose the finale after this germany brazil sink worldcup worldcup2014 oulala omg * *                  going into this game germany had scored 10 goals in five games same as brazil worldcup                 *
110,* worldcup we need at least 2 from germany i m sure brazil is willing to give more goals ger 7 0 bra gervsbra ssfootball sllive * *              brazil fans cheering german players every time they make a pass total humiliation for brazilian team             *
111,*         germany becomes 1st team to score 5 goals in 1st 29 minutes of world cup game leads brazil at half 5 0 espn          * * ger bra germany brazil 7 0 playing on playstation brasil bravger bravsger fifaworldcup fifaworldcupbrazil semifinal worldcup *
112,* 7 0 79 mins germany goal andre schurrle again has scored to make it 7 could anyone have predicted this brazil 0 7 germany worldcup * *                    so germany is beating brazil 7 0 in the 2014 fifa world cup semi finals in brazil oh ger bra                    *
113,* germany made history by scoreing 7 goals in semi finals brazil made history by playing the worst game in the world cup since 54 * *      7 0 i m not even watching but i guess germany fucked brazil hard 0_o worldcup2014 crazyshit no one seen that coming _      *
114,* germany futbol soccer brazil world cup 2014 ball goal kick save fans cry win lose game goooooal * *       germany job well done brazil doesn t deserve to play semi finals brazilvsgermany 0 7      *
115,*   i love how espn had to scroll the names of goal scorers in the worldcup germany brazil game 7 0 a true football score    * * i can t even win 7 0 on fifa germany are winning 7 0 against brazil in their own country in the world cup semi final crazy *
116,*  brazil 0 and germany 7 this is not a rugby score semi finals of the world cup germany has not scored a try but scored 7 goals lol   * * if you re watching the germany brazil game just a friendly reminder that germany usa ended 2 1 worldcup2014 brazilvsgermany bravsger *
117,*                                            finally brazil scored a goal by oscar ger 7 1 bra                                            * * people be saying they don t feel bad for brazil cause they ve won 5 times but germany has played the most games in the world cup finals *
118,*                  aaaaaaaaaaaaaand oscar scores brazil are almost through to the final just 7 more goals bra 1 ger 7                 * * brazil scores five goals in fastest time 29 minutes to make worldcup2014 history germany serves brazil worse defeat 7 1 in 70 years *
119,*       brazil scores the consolation goal against the giant germany worldcup2014 final score bra 1 7 ger       * * well chelsea player oscar tried to redeem brazil s dented image bra 1 7 ger 90 minutes played worldcup brazil *
120,*           finally a soccer game when goals are scored and i couldn t watch it germany 7 brazil 1 worldcup2014           * * fulltime bra 1 7 ger germany will play either argentina or the netherlands in the world cup final worldcup2014 bravsger *
121,*                           that was something well germany win 7 1 to brazil ger bra germany in the final                          * * even tho i m happy for germany i feel bad for the players brazil is an amazing team even if tonight s game wasn t in their favour *
122,* oscar scores lone goal for brazil germany wins game 7 1 and goes to fifaworldcup finals in brazil2014 bravsger * *              congrats to germany brazil you guys are doing a good job brazilvsgermany bra 1 7 ger              *
123,* germany scores most goals in a world cup semifinal in 7 1 rout of brazil germany reaches 8th worldcup final * *            well brazil u had a good run but it s time for someone else to win great game germany            *
124,* at a point in time the dutch were using the brazil team as a practice game for their final match germany 7 1 brazil brazil2014 worldcup * *   feel sooo sorry for brazil wanna go to bed cry nd die oscar s cryin soo sad kk argentina u have to win da cup i cant forgive germany  *
125,*   ft bra 1 7 ger ruthless germany book their worldcup final spot after an unforgettable win in brazil bravsger brazil2014 wct    * * take a bow germany absolutely stunning takes some team to score 7 in a world cup semi final no matter how bad brazil are ballers *
126,*      7 1 game set match to germany this is not a davis cup score germans played like war machine n massacred brazil fifaworldcup      * * my mexico team is out that s fine but i never wanted brazil or argentina to win the cup thank you germany you played well bravo bravo *
127,*       it s a very wonderful game from germany it s first time win 7 goal in world cup semi final congrats ft bra 1 7 ger      * * bravsger spain 0 5 netherlands brazil 1 7 germany saudi arabia 0 8 germany great teams always lose big score in the world cup *
128,* paul heyman voice my client germany beat brazil 7 1 in the world cup semi final in brazil brazilvsgermany worldcup * *          full time brazil germany 1 7 bra ger alves stayed on the bench the whole game neymar is injured           *
129,* oh my god how are those germans playing its okay brazil your good too congratz germany who are through to the wold cup final 7 1 * *                   fucking mental unbelievable game feeling bad for brazil but germany deserved the win though                    *
130,* i wish this game had been the world cup final absolutely bizarro world football well played germany commiserations brazil 7 1 just wow * *            congrats germany you played well brazil better luck next time hopefully you ll win in 2018 i love you always bra            *
